pair_id,section,section_word,sentence1,sentence2,target_word,target_key,label_raw,label,sense_id_1,sense_id_2,label_corrected,pair_source
pair_0088,word,ನೋಡು (nōḍu),ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ.,ರಾತ್ರಿ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ.,ನೋಡು,ನೋಡು,1,1,3,3.0,1,
pair_0089,word,ನೋಡು (nōḍu),ಸರಿಪೊತ್ತು ನೋಡಿ.,ಚಿಕಿತ್ಸಕ ರೋಗಿಯನ್ನು ನೋಡಿದರು.,ನೋಡು,ನೋಡು,1,1,4,4.0,1,
pair_0090,word,ಸಾಕು (sāku),ಇಷ್ಟು ಸಾಕು.,ಹಣ ಸಾಕುದೆ?,ಸಾಕು,ಸಾಕು,1,1,1,1.0,1,
pair_0091,word,ಸಾಕು (sāku),ಹಸು ಸಾಕುವುದು ಅಸಾಧಾರಣ.,ಗುರುಗಳನ್ನು ಸಾಕಿದೆ.,ಸಾಕು,ಸಾಕು,1,1,2,2.0,1,
pair_0092,word,ಸಾಕು (sāku),ಈ ನೋವು ಸಾಕಲಾರೆ.,ಹೆಚ್ಚು ಅವಮಾನ ಸಾಕಬಾರದು.,ಸಾಕು,ಸಾಕು,1,1,3,3.0,1,
pair_0093,word,ಧರಿಸು (dharisu),ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ.,ಮುಖವಾಣಿ ಧರಿಸಿ.,ಧರಿಸು,ಧರಿಸು,1,1,1,1.0,1,
pair_0094,word,ಧರಿಸು (dharisu),ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು.,ಮಾದರಿ ಧರಿಸಿ ಹೋಗುತ್ತೆ.,ಧರಿಸು,ಧರಿಸು,1,1,2,2.0,1,
pair_0095,word,ಧರಿಸು (dharisu),ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ.,ಕುಟುಂಬದ ನೈತಿಕ ಧರಿಸುವುದು ಅವಶ್ಯಕ.,ಧರಿಸು,ಧರಿಸು,1,1,3,3.0,1,
pair_0096,word,ಬರು (baru),ನಾಳೆ ನನ್ನ ಮನೆಗೆ ಬಾರು.,ಕಡಿಮೆ ಕರೆ ಸುಗಿಕೊ ಬರುತ್ತೆ.,ಬರು,ಬರು,1,1,1,1.0,1,
pair_0097,word,ಬರು (baru),ರೈಲು ಸಮಯಕ್ಕೆ ಬರುತ್ತಿದೆ.,ಮೇಲಿನ ಸಿಡಿ ಹಠಾತ್ತು ಬರುತ್ತೆ.,ಬರು,ಬರು,1,1,2,2.0,1,
pair_0098,word,ಬರು (baru),ಇದೇ ಆಕಸ್ಮಾತ್ ಘಟನೆ ಕಾಲೇ ಕಾಲೇ ಬರುತ್ತದೆ.,ಶೀತ ಋತುವು ಬರುತ್ತಿದೆ.,ಬರು,ಬರು,1,1,3,3.0,1,
pair_0099,word,ಬರು (baru),ಅವನು ಅರಸನಾಗಿ ಬರುತ್ತೀಯ.,ನೀ ಶಕ್ತಿಶಾಳಿಯಾಗಿ ಬರಿ.,ಬರು,ಬರು,1,1,4,4.0,1,
pair_0100,word,ಹೋಗು (hōgu),ಪರೀಕ್ಷೆಗೆ ಹೋಗಿ.,ನನ್ನ ಕಾರು ಹೋಗುತ್ತಿದೆ.,ಹೋಗು,ಹೋಗು,1,1,1,1.0,1,
pair_0101,word,ಹೋಗು (hōgu),"ಮುಂದೆ ಹೋಗಿ, ಜಾರುವುದು ಹೋಗುತ್ತೆ.",ಕೋಣೆಯಿಂದ ಹೋಗಿ.,ಹೋಗು,ಹೋಗು,1,1,2,2.0,1,
pair_0102,word,ಹೋಗು (hōgu),ಅಲೋಕು ಹೋಗಿ.,ಸೂರ್ಯ ದಿಗಂತದ ಹೆಚ್ಚಿನ ಹೋಗಿ.,ಹೋಗು,ಹೋಗು,1,1,3,3.0,1,
pair_0103,word,ಹೋಗು (hōgu),ದಿನ ಸರಿಸರಿ ಹೋಗುತ್ತಿದೆ.,ವರ್ಷ ಬೇಗ ಹೋದೆ.,ಹೋಗು,ಹೋಗು,1,1,4,4.0,1,
pair_0104,word,ಮಾಡು (māḍu),ಚಿತ್ರ ಸೃಷ್ಟಿ ಮಾಡಿ.,ಕಟಣೆ ಮಾಡುತ್ತೇನೆ.,ಮಾಡು,ಮಾಡು,1,1,1,1.0,1,
pair_0105,word,ಮಾಡು (māḍu),ಕೆಲಸ ಮಾಡಿ.,ಸಹಾಯ ಮಾಡಿ.,ಮಾಡು,ಮಾಡು,1,1,2,2.0,1,
pair_0106,word,ಮಾಡು (māḍu),ಆಹಾರ ಮಾಡುತ್ತೇನೆ.,ಬಾರ ಮಾಡುವುದು ಪುರಸ್ಕಾರ.,ಮಾಡು,ಮಾಡು,1,1,3,3.0,1,
pair_0107,word,ಮಾಡು (māḍu),ಸಮಸ್ಯೆ ಮಾಡಿದೆ.,ಕೆಸರು ಮಾಡುವುದು ಸುಗಮ.,ಮಾಡು,ಮಾಡು,1,1,4,4.0,1,
pair_0108,word,ಹೊಡೆ (hoḍe),ಮೇಜಿನ ಮೇಲೆ ಹೊಡೆಯಿರಿ.,ದುರ್ಬಲ ಲೋಕದ ಬೇಡಿ ಹೊಡೆಯುವುದು.,ಹೊಡೆ,ಹೊಡೆ,1,1,1,1.0,1,
pair_0109,word,ಹೊಡೆ (hoḍe),ಸರೀ ಪದಾರ್ಥವು ತೋಟದಲ್ಲಿ ಹೊಡೆದನು.,ಗಂಡುಸಾಪು ಹೊಡೆಯಿರಿ.,ಹೊಡೆ,ಹೊಡೆ,1,1,2,2.0,1,
pair_0110,word,ಹೊಡೆ (hoḍe),ಬೆಲ್ ಹೊಡೆಯಿರಿ.,ಮಾಂತ್ರಿಕ ಘಂಟೆ ಹೊಡೆಯುತ್ತಾರೆ.,ಹೊಡೆ,ಹೊಡೆ,1,1,3,3.0,1,
pair_0111,word,ಕೂಲಿ (kūli),ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ.,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು.,ಕೂಲಿ,ಕೂಲಿ,1,1,1,1.0,1,
pair_0112,word,ಕೂಲಿ (kūli),ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ.,ನನ್ನನ್ನು ಕೂಲಿ ಮಾಡಿದಾಳು.,ಕೂಲಿ,ಕೂಲಿ,1,1,2,2.0,1,
pair_0113,word,ಕೂಲಿ (kūli),ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ.,ನಿನ್ನ ಸ್ನೇಹಿತರನ್ನು ಕೂಲಿ ಮಾಡೋ.,ಕೂಲಿ,ಕೂಲಿ,1,1,3,3.0,1,
pair_0114,word,ಕಾಲೆ (kāle),ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ.,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ.,ಕಾಲೆ,ಕಾಲೆ,1,1,1,1.0,1,
pair_0115,word,ಕಾಲೆ (kāle),ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ.,ಪ್ರತಿಭೆ ಕಾಲೆ ಮಾಡಬೇಡ.,ಕಾಲೆ,ಕಾಲೆ,1,1,2,2.0,1,
pair_0116,word,ಕಾಲೆ (kāle),ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ.,ಪರಿವಾರ ಕಾಲೆ ಮಾಡುವುದು ಅನುಚಿತ.,ಕಾಲೆ,ಕಾಲೆ,1,1,3,3.0,1,
pair_0117,word,ವಹಿಸು (vahisu),ಸೋವೆಯನ್ನು ವಹಿಸುವುದು ಭಾರೀ.,ಹೊರೆ ವಹಿಸಿ ಹೋಗಿ.,ವಹಿಸು,ವಹಿಸು,1,1,1,1.0,1,
pair_0118,word,ವಹಿಸು (vahisu),ರಾಷ್ಟ್ರದ ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು ಕಷ್ಟ.,ಪದ ವಹಿಸಿಕೊಂಡಿರುವ ಅಧಿಕಾರಿ.,ವಹಿಸು,ವಹಿಸು,1,1,2,2.0,1,
pair_0119,word,ವಹಿಸು (vahisu),ಸಂಕಟ ವಹಿಸುವುದು ಧೈರ್ಯದ ಲಕ್ಷಣ.,ಹೊತ್ತುಕೊಂಡ ಮನೋವೇದನೆ ವಹಿಸಿ.,ವಹಿಸು,ವಹಿಸು,1,1,3,3.0,1,
pair_0120,word,ಲೇ (lē),ನೀರು ಲೇಯಿ.,ಆ ಸೂಪಿಗೆ ಈ ದ್ರವ್ಯ ಲೇಯಿ.,ಲೇ,ಲೇ,1,1,1,1.0,1,
pair_0121,word,ಲೇ (lē),ಟೇಬಿಲ್ ಮೇಲೆ ನೀರು ಲೇದೆ.,ಹೊಡೆದಿದ್ದರಿಂದ ಹೆಣ್ಣಿನ ಲೋಹಿತ ಲೇದೆ.,ಲೇ,ಲೇ,1,1,2,2.0,1,
pair_0122,word,ಲೇ (lē),ಬೀಜ ಲೇಯಿ.,ಪ್ರಕಾಶ ಲೇದೆ.,ಲೇ,ಲೇ,1,1,3,3.0,1,
pair_0123,word,ಬೆಳೆ (beḷe),ಮಗು ಬೆಳೆಯುತ್ತಿದೆ.,ಆತನ ಉತ್ತರ ದಾಯಿತ್ವ ಬೆಳೆಯುತ್ತಿದೆ.,ಬೆಳೆ,ಬೆಳೆ,1,1,1,1.0,1,
pair_0124,word,ಬೆಳೆ (beḷe),ಅನ್ನ ಬೆಳೆಯುವುದು ರೈತಿಕೆಯ ಪ್ರಧಾನ ಕೆಲಸ.,ತರಕಾರಿ ಬೆಳೆಯಿರಿ.,ಬೆಳೆ,ಬೆಳೆ,1,1,2,2.0,1,
pair_0125,word,ಬೆಳೆ (beḷe),ಮಗುವಿನ ಮನ ಬೆಳೆಯುವುದು ಮುಖ್ಯ.,ಶಕ್ತಿ ಬೆಳೆಸಿ.,ಬೆಳೆ,ಬೆಳೆ,1,1,3,3.0,1,
pair_0126,word,ತೆಗೆ (tege),ನನ್ನ ಹಸ್ತ ತೆಗೆ.,ಹೋಗಿ ಮೇಲಿನ ತಗರು ತೆಗೆದುಕೊ.,ತೆಗೆ,ತೆಗೆ,0,0,1,2.0,0,
pair_0127,word,ತೆಗೆ (tege),ನೆಲದಿಂದ ಪಿಸು ತೆಗೆದುಕೊ.,ಗುರಿನೆ ಬಾರಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ.,ತೆಗೆ,ತೆಗೆ,0,0,3,4.0,0,
pair_0128,word,ಕೊಡು (koḍu),ಆನೆಗೆ ಒಣಹೂವು ಕೊಡಿ.,ದೇವರಿಗೆ ಹೂವು ಕೊಡುವುದು ಸಂಪ್ರದಾಯ.,ಕೊಡು,ಕೊಡು,0,0,1,2.0,0,
pair_0129,word,ಕೊಡು (koḍu),ಶತ್ರುವಿಗೆ ಭೀಷಣ ಪ್ರಹಾರ ಕೊಡುತ್ತೆ.,ಗಿರುಗಳ ಹಾಕುಮಾರಿ ಬೆಳ್ಳಳಿ ಕೊಡುತ್ತವೆ.,ಕೊಡು,ಕೊಡು,0,0,3,4.0,0,
pair_0130,word,ನೋಡು (nōḍu),ಆಕಾಶ ನೋಡಿ.,ಸಿನೆಮಾ ನೋಡುವುದು ಆನಂದ.,ನೋಡು,ನೋಡು,0,0,1,2.0,0,
pair_0131,word,ನೋಡು (nōḍu),ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ.,ಸರಿಪೊತ್ತು ನೋಡಿ.,ನೋಡು,ನೋಡು,0,0,3,4.0,0,
pair_0132,word,ಸಾಕು (sāku),ಇಷ್ಟು ಸಾಕು.,ಹಸು ಸಾಕುವುದು ಅಸಾಧಾರಣ.,ಸಾಕು,ಸಾಕು,0,0,1,2.0,0,
pair_0133,word,ಸಾಕು (sāku),ಈ ನೋವು ಸಾಕಲಾರೆ.,ಗುರುಗಳನ್ನು ಸಾಕಿದೆ.,ಸಾಕು,ಸಾಕು,0,0,3,2.0,0,
pair_0134,word,ಧರಿಸು (dharisu),ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ.,ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು.,ಧರಿಸು,ಧರಿಸು,0,0,1,2.0,0,
pair_0135,word,ಧರಿಸು (dharisu),ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ.,ಮುಖವಾಣಿ ಧರಿಸಿ.,ಧರಿಸು,ಧರಿಸು,0,0,3,1.0,0,
pair_0136,word,ಬರು (baru),ನಾಳೆ ನನ್ನ ಮನೆಗೆ ಬಾರು.,ರೈಲು ಸಮಯಕ್ಕೆ ಬರುತ್ತಿದೆ.,ಬರು,ಬರು,0,0,1,2.0,0,
pair_0137,word,ಬರು (baru),ಇದೇ ಆಕಸ್ಮಾತ್ ಘಟನೆ ಕಾಲೇ ಕಾಲೇ ಬರುತ್ತದೆ.,ಅವನು ಅರಸನಾಗಿ ಬರುತ್ತೀಯ.,ಬರು,ಬರು,0,0,3,4.0,0,
pair_0138,word,ಹೋಗು (hōgu),ಪರೀಕ್ಷೆಗೆ ಹೋಗಿ.,"ಮುಂದೆ ಹೋಗಿ, ಜಾರುವುದು ಹೋಗುತ್ತೆ.",ಹೋಗು,ಹೋಗು,0,0,1,2.0,0,
pair_0139,word,ಹೋಗು (hōgu),ಅಲೋಕು ಹೋಗಿ.,ದಿನ ಸರಿಸರಿ ಹೋಗುತ್ತಿದೆ.,ಹೋಗು,ಹೋಗು,0,0,3,4.0,0,
pair_0140,word,ಮಾಡು (māḍu),ಚಿತ್ರ ಸೃಷ್ಟಿ ಮಾಡಿ.,ಕೆಲಸ ಮಾಡಿ.,ಮಾಡು,ಮಾಡು,0,0,1,2.0,0,
pair_0141,word,ಮಾಡು (māḍu),ಆಹಾರ ಮಾಡುತ್ತೇನೆ.,ಸಮಸ್ಯೆ ಮಾಡಿದೆ.,ಮಾಡು,ಮಾಡು,0,0,3,4.0,0,
pair_0142,word,ಹೊಡೆ (hoḍe),ಮೇಜಿನ ಮೇಲೆ ಹೊಡೆಯಿರಿ.,ಬೆಲ್ ಹೊಡೆಯಿರಿ.,ಹೊಡೆ,ಹೊಡೆ,0,0,1,3.0,0,
pair_0143,word,ಕೂಲಿ (kūli),ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ.,ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ.,ಕೂಲಿ,ಕೂಲಿ,0,0,1,2.0,0,
pair_0144,word,ಕೂಲಿ (kūli),ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ.,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು.,ಕೂಲಿ,ಕೂಲಿ,0,0,3,1.0,0,
pair_0145,word,ಕಾಲೆ (kāle),ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ.,ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ.,ಕಾಲೆ,ಕಾಲೆ,0,0,1,2.0,0,
pair_0146,word,ಕಾಲೆ (kāle),ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ.,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ.,ಕಾಲೆ,ಕಾಲೆ,0,0,3,1.0,0,
pair_0147,word,ವಹಿಸು (vahisu),ಸೋವೆಯನ್ನು ವಹಿಸುವುದು ಭಾರೀ.,ರಾಷ್ಟ್ರದ ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು ಕಷ್ಟ.,ವಹಿಸು,ವಹಿಸು,0,0,1,2.0,0,
pair_0148,word,ವಹಿಸು (vahisu),ಸಂಕಟ ವಹಿಸುವುದು ಧೈರ್ಯದ ಲಕ್ಷಣ.,ಹೊರೆ ವಹಿಸಿ ಹೋಗಿ.,ವಹಿಸು,ವಹಿಸು,0,0,3,1.0,0,
pair_0149,word,ಲೇ (lē),ನೀರು ಲೇಯಿ.,ಟೇಬಿಲ್ ಮೇಲೆ ನೀರು ಲೇದೆ.,ಲೇ,ಲೇ,0,0,1,2.0,0,
pair_0150,word,ಲೇ (lē),ಬೀಜ ಲೇಯಿ.,ಹೊಡೆದಿದ್ದರಿಂದ ಹೆಣ್ಣಿನ ಲೋಹಿತ ಲೇದೆ.,ಲೇ,ಲೇ,0,0,3,2.0,0,
pair_0151,word,ಬೆಳೆ (beḷe),ಮಗು ಬೆಳೆಯುತ್ತಿದೆ.,ಅನ್ನ ಬೆಳೆಯುವುದು ರೈತಿಕೆಯ ಪ್ರಧಾನ ಕೆಲಸ.,ಬೆಳೆ,ಬೆಳೆ,0,0,1,2.0,0,
pair_0152,word,ಬೆಳೆ (beḷe),ಮಗುವಿನ ಮನ ಬೆಳೆಯುವುದು ಮುಖ್ಯ.,ತರಕಾರಿ ಬೆಳೆಯಿರಿ.,ಬೆಳೆ,ಬೆಳೆ,0,0,3,2.0,0,
pair_0153,word,ನಕಲಿ (nakali),ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ.,ನಕಲಿ ಪಾಸ್‌ಪೋರ್ಟ್ ಜರಿಮಾನೆಗೆ ಸಾಧ್ಯ.,ನಕಲಿ,ನಕಲಿ,1,1,1,1.0,1,
pair_0154,word,ನಕಲಿ (nakali),ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು.,ನಕಲಿ ವಾದ್ಯತೆ ನಿಖಿಲ ಎಲೆ ಪ್ರತಿ.,ನಕಲಿ,ನಕಲಿ,1,1,2,2.0,1,
pair_0155,word,ಮುಕ್ತ (mukta),ಕೈದಿ ಮುಕ್ತನಾದನು.,ಮುಕ್ತ ಮನೋಭಾವ ಅಗತ್ಯ.,ಮುಕ್ತ,ಮುಕ್ತ,1,1,1,1.0,1,
pair_0156,word,ಮುಕ್ತ (mukta),ಬಂಧನೆಯಿಂದ ಮುಕ್ತನಾದನು.,ಇಲಿಯನ್ನು ಮುಕ್ತ ಮಾಡಿ.,ಮುಕ್ತ,ಮುಕ್ತ,1,1,2,2.0,1,
pair_0157,word,ಗಟ್ಟ (gaṭṭa),ಗಟ್ಟ ಕಲ್ಲು ಚಾಪುತ್ತಾರೆ.,ಮಜ್ಜಿಗೆ ಗಟ್ಟ ಕಕ್ಷ.,ಗಟ್ಟ,ಗಟ್ಟ,1,1,1,1.0,1,
pair_0158,word,ಗಟ್ಟ (gaṭṭa),ಗುರುವು ಗಟ್ಟ ಆಜ್ಞೆಕಾರಿ.,ಗಟ್ಟ ನಿಯಮ ಪಾಲಿಸುತ್ತಾರೆ.,ಗಟ್ಟ,ಗಟ್ಟ,1,1,2,2.0,1,
pair_0159,word,ಗಟ್ಟ (gaṭṭa),ಗಟ್ಟ ಸಮಸ್ಯೆ ಎದುರಾಗಿದೆ.,ಗಟ್ಟ ಅನುಸಾರ ನೋವು.,ಗಟ್ಟ,ಗಟ್ಟ,1,1,3,3.0,1,
pair_0160,word,ಕಬ್ಬಿ (kabbi),ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ.,ಕಬ್ಬಿ ಚರ್ಮ ಶೇಕಡೆ.,ಕಬ್ಬಿ,ಕಬ್ಬಿ,1,1,1,1.0,1,
pair_0161,word,ಕಬ್ಬಿ (kabbi),ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ.,ಕಬ್ಬಿ ವ್ಯವಹಾರ ನಿಜನಾಗಿ ನೋವಾಗಿಸುತ್ತದೆ.,ಕಬ್ಬಿ,ಕಬ್ಬಿ,1,1,2,2.0,1,
pair_0162,word,ನೀಲ (nīla),ನೀಲ ಆಕಾಶ ಮೋಹಕ.,ನೀಲ ವಸ್ತ್ರ ಸುಂದರವಾಗಿದೆ.,ನೀಲ,ನೀಲ,1,1,1,1.0,1,
pair_0163,word,ನೀಲ (nīla),ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ.,ನೀಲ ಮೋಹೆ ಅಂಧಕಾರ.,ನೀಲ,ನೀಲ,1,1,2,2.0,1,
pair_0164,word,ಸಾಧಾರಣ (sādhāraṇa),ಸಾಧಾರಣ ಕುಟುಂಬ ಬದುಕುತ್ತೆ.,ಸಾಧಾರಣ ಮನುಷ್ಯ ಅಸಾಧಾರಣ ಕಾರ್ಯ ಮಾಡಿದನು.,ಸಾಧಾರಣ,ಸಾಧಾರಣ,1,1,1,1.0,1,
pair_0165,word,ಸಾಧಾರಣ (sādhāraṇa),ಸಾಧಾರಣ ಚಿಂತನೆ ಸಕಲ ಜನಕ್ಕು ಅನ್ವಯ.,ಸಾಧಾರಣ ಸತ್ಯ ಪರಿವರ್ತಿತವಾಗಿದೆ.,ಸಾಧಾರಣ,ಸಾಧಾರಣ,1,1,2,2.0,1,
pair_0166,word,ಲೋಭಿ (lobhi),ಲೋಭಿ ಮನುಷ್ಯ ಸದಾ ತೃಪ್ತ ರಹಿತ.,ಲೋಭಿ ಭಾವನೆ ನಾಶ ಮಾಡುತ್ತದೆ.,ಲೋಭಿ,ಲೋಭಿ,1,1,1,1.0,1,
pair_0167,word,ಲೋಭಿ (lobhi),ಶಿಕ್ಷೆಯ ಲೋಭಿ ವಿದ್ಯಾರ್ಥಿ.,ಸಫಲತೆ ಲೋಭಿ ಮನುಷ್ಯ.,ಲೋಭಿ,ಲೋಭಿ,1,1,2,2.0,1,
pair_0168,word,ಹಿರಿಯ (hiriya),ಹಿರಿಯ ವ್ಯಕ್ತಿಯನ್ನು ಸಮ್ಮಾನಿಸಿ.,ಹಿರಿಯ ಪತ್ನಿ ಶಾಂತಿಮತೆ.,ಹಿರಿಯ,ಹಿರಿಯ,1,1,1,1.0,1,
pair_0169,word,ಹಿರಿಯ (hiriya),ಹಿರಿಯ ಅಧಿಕಾರಿ ನಿರ್ದೇಶನ ಮಾಡಿದರು.,ಹಿರಿಯ ಪದ ಪ್ರಾಪ್ತನಾಗಿ.,ಹಿರಿಯ,ಹಿರಿಯ,1,1,2,2.0,1,
pair_0170,word,ಕಿರಿಯ (kiriya),ಕಿರಿಯ ಸಮಸ್ಯೆ ಛಿದ್ರ ಪಟ್ಟು.,ಕಿರಿಯ ವಿವರಣೆ ಸ್ಪಷ್ಟ.,ಕಿರಿಯ,ಕಿರಿಯ,1,1,1,1.0,1,
pair_0171,word,ಕಿರಿಯ (kiriya),ಕಿರಿಯ ಮಗು ನೆಲೆಯಲ್ಲಿ.,ಕಿರಿಯ ವಯಸ್ಸು ಅಮೂಲ್ಯ.,ಕಿರಿಯ,ಕಿರಿಯ,1,1,2,2.0,1,
pair_0172,word,ಪ್ರೀತಿ (prīti),ಪ್ರೀತಿ ಭಾರ್ಯೆ ಮನೆಯ ಸಿಂದೂರ.,ಪ್ರೀತಿ ಭಿತಿಜ ಅವನ ಪ್ರಿಯೆ.,ಪ್ರೀತಿ,ಪ್ರೀತಿ,1,1,1,1.0,1,
pair_0173,word,ಪ್ರೀತಿ (prīti),ಪ್ರೀತಿ ವಿಷಯ ಶಾಸ್ತ್ರ.,ಪ್ರೀತಿ ಔಷಧ ಇಂದ್ರಿಯ.,ಪ್ರೀತಿ,ಪ್ರೀತಿ,1,1,2,2.0,1,
pair_0174,word,ಬೋಳ (bōḷa),ಬೋಳ ಕಾಲೆ ಅವನು ಕೆಟ್ಟ ಪರಿಣಾಮ ಮಾಡಿದನು.,ಬೋಳ ವಿಚಾರಣೆ ಅಸಮರ್ಥನನ್ನು ಸೂಚಿಸುತ್ತದೆ.,ಬೋಳ,ಬೋಳ,1,1,1,1.0,1,
pair_0175,word,ನಕಲಿ (nakali),ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ.,ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು.,ನಕಲಿ,ನಕಲಿ,0,0,1,2.0,0,
pair_0176,word,ಮುಕ್ತ (mukta),ಕೈದಿ ಮುಕ್ತನಾದನು.,ಬಂಧನೆಯಿಂದ ಮುಕ್ತನಾದನು.,ಮುಕ್ತ,ಮುಕ್ತ,0,0,1,2.0,0,
pair_0177,word,ಗಟ್ಟ (gaṭṭa),ಗಟ್ಟ ಕಲ್ಲು ಚಾಪುತ್ತಾರೆ.,ಗುರುವು ಗಟ್ಟ ಆಜ್ಞೆಕಾರಿ.,ಗಟ್ಟ,ಗಟ್ಟ,0,0,1,2.0,0,
pair_0178,word,ಗಟ್ಟ (gaṭṭa),ಗಟ್ಟ ಸಮಸ್ಯೆ ಎದುರಾಗಿದೆ.,ಮಜ್ಜಿಗೆ ಗಟ್ಟ ಕಕ್ಷ.,ಗಟ್ಟ,ಗಟ್ಟ,0,0,3,1.0,0,
pair_0179,word,ಕಬ್ಬಿ (kabbi),ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ.,ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ.,ಕಬ್ಬಿ,ಕಬ್ಬಿ,0,0,1,2.0,0,
pair_0180,word,ನೀಲ (nīla),ನೀಲ ಆಕಾಶ ಮೋಹಕ.,ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ.,ನೀಲ,ನೀಲ,0,0,1,2.0,0,
pair_0181,word,ಸಾಧಾರಣ (sādhāraṇa),ಸಾಧಾರಣ ಕುಟುಂಬ ಬದುಕುತ್ತೆ.,ಸಾಧಾರಣ ಸತ್ಯ ಪರಿವರ್ತಿತವಾಗಿದೆ.,ಸಾಧಾರಣ,ಸಾಧಾರಣ,0,0,1,2.0,0,
pair_0182,word,ಲೋಭಿ (lobhi),ಲೋಭಿ ಮನುಷ್ಯ ಸದಾ ತೃಪ್ತ ರಹಿತ.,ಶಿಕ್ಷೆಯ ಲೋಭಿ ವಿದ್ಯಾರ್ಥಿ.,ಲೋಭಿ,ಲೋಭಿ,0,0,1,2.0,0,
