model,target_word,sentence,true_sense,cluster,ari
xlmr,ಬರು,ಮೇಲಿನ ಸಿಡಿ ಹಠಾತ್ತು ಬರುತ್ತೆ.,2,2,-0.18867924528301888
xlmr,ಬರು,ಇದೇ ಆಕಸ್ಮಾತ್ ಘಟನೆ ಕಾಲೇ ಕಾಲೇ ಬರುತ್ತದೆ.,3,3,-0.18867924528301888
xlmr,ಬರು,ಶೀತ ಋತುವು ಬರುತ್ತಿದೆ.,3,1,-0.18867924528301888
xlmr,ಬರು,ಅವನು ಅರಸನಾಗಿ ಬರುತ್ತೀಯ.,4,1,-0.18867924528301888
xlmr,ಬರು,ನೀ ಶಕ್ತಿಶಾಳಿಯಾಗಿ ಬರಿ.,4,0,-0.18867924528301888
xlmr,ಬಾಗ,ಪುಷ್ಪಬಾಗ ಅತ್ಯಂತ ಸುಂದರವಾಗಿದೆ.,1,2,0.07407407407407407
xlmr,ಬಾಗ,ತರಕಾರಿ ಬಾಗದಲ್ಲಿ ಸೋಂಕು ಹಿಡಿದಿದೆ.,1,1,0.07407407407407407
xlmr,ಬಾಗ,ಸಂಪತ್ತಿನಿಂದ ಪ್ರತಿಯೊಬ್ಬರ ಬಾಗ ನಿರ್ಧರಿಸಿ.,2,0,0.07407407407407407
xlmr,ಬಾಗ,ನನ್ನ ಬಾಗ ನಿಗದಿತವಾಗಿ ಇದೆ.,2,0,0.07407407407407407
xlmr,ಬಾಗ,ಬೆಂಗಳೂರು ಉತ್ತರ ಬಾಗದಲ್ಲಿ ಸ್ಥಿತವಾಗಿದೆ.,3,1,0.07407407407407407
xlmr,ಬಾಗ,ನಗರದ ಪಶ್ಚಿಮ ಬಾಗ ಸಾಕಷ್ಟು ಅಭಿವೃದ್ಧಿಯಾಗಿದೆ.,3,0,0.07407407407407407
xlmr,ಬೀಜ,ತರಕಾರಿಯ ಬೀಜ ಲೋಳೆ.,1,1,0.07407407407407407
xlmr,ಬೀಜ,ಬೀಜ ಬಿತ್ತಬೇಕು ವರ್ಷ ಸುಮಾರು.,1,2,0.07407407407407407
xlmr,ಬೀಜ,ಆ ಕಲುಷತೆಯ ಬೀಜ ಕುರೂರತೆ.,2,1,0.07407407407407407
xlmr,ಬೀಜ,ಚಿಂತೆ ಎಲ್ಲ ಸಮಸ್ಯೆಯ ಬೀಜ.,2,1,0.07407407407407407
xlmr,ಬೀಜ,ಗುರುವು ಗುಪ್ತ ಬೀಜ ಪ್ರದಾನ ಮಾಡಿದರು.,3,2,0.07407407407407407
xlmr,ಬೀಜ,ಈ ಯಂತ್ರದ ಬೀಜ ತಿಳಿದರೆ ಸಾಧನೆ ಮಾಡಬಹುದು.,3,0,0.07407407407407407
xlmr,ಬೆಳೆ,ಮಗು ಬೆಳೆಯುತ್ತಿದೆ.,1,1,-0.2962962962962963
xlmr,ಬೆಳೆ,ಆತನ ಉತ್ತರ ದಾಯಿತ್ವ ಬೆಳೆಯುತ್ತಿದೆ.,1,2,-0.2962962962962963
xlmr,ಬೆಳೆ,ಅನ್ನ ಬೆಳೆಯುವುದು ರೈತಿಕೆಯ ಪ್ರಧಾನ ಕೆಲಸ.,2,2,-0.2962962962962963
xlmr,ಬೆಳೆ,ತರಕಾರಿ ಬೆಳೆಯಿರಿ.,2,1,-0.2962962962962963
xlmr,ಬೆಳೆ,ಮಗುವಿನ ಮನ ಬೆಳೆಯುವುದು ಮುಖ್ಯ.,3,2,-0.2962962962962963
xlmr,ಬೆಳೆ,ಶಕ್ತಿ ಬೆಳೆಸಿ.,3,0,-0.2962962962962963
xlmr,ಬೋಳ,ಬೋಳ ಕಾಲೆ ಅವನು ಕೆಟ್ಟ ಪರಿಣಾಮ ಮಾಡಿದನು.,1,1,-0.15384615384615385
xlmr,ಬೋಳ,ಬೋಳ ವಿಚಾರಣೆ ಅಸಮರ್ಥನನ್ನು ಸೂಚಿಸುತ್ತದೆ.,1,1,-0.15384615384615385
xlmr,ಬೋಳ,ಬೋಳ ಮಸ್ತಿಷ್ಕ ಶಿಕ್ಷೆ ಪಡೆಯಲು ಸಾಧ್ಯ.,2,1,-0.15384615384615385
xlmr,ಬೋಳ,ಬೋಳ ಸಮಝಿಸುವ ಶಕ್ತಿ ಕ್ಷೀಣ.,2,1,-0.15384615384615385
xlmr,ಬೋಳ,ಈ ಬೋಳ ಬಟ್ಟೆ ಹಾಕುವೆ ಅದೇ.,3,1,-0.15384615384615385
xlmr,ಬೋಳ,ಆ ಬೋಳ ಕುರುಡೆ ಹಾಗೆ ಕೆಲಸ ಮಾಡುತ್ತಾನೆ.,3,1,-0.15384615384615385
xlmr,ಬೋಳ,Diverse contexts for each sense,3,0,-0.15384615384615385
xlmr,ಬೋಳ,"Mix of everyday, literary, and formal usage",3,0,-0.15384615384615385
xlmr,ಬೋಳ,Real-world applicability,3,2,-0.15384615384615385
xlmr,ಭಕ್ತ,ಕೃಷ್ಣನ ಭಕ್ತರು ಕೋವಿಲಿಗೆ ಸೆರೆದುಬಂದರು.,1,2,0.4444444444444444
xlmr,ಭಕ್ತ,ಆ ಗುರುವಿನ ಭಕ್ತ ತುಂಬಾ ಆಸ್ಥೆಗಳುದ್ದ.,1,1,0.4444444444444444
xlmr,ಭಕ್ತ,ಅರಸನ ಭಕ್ತರು ನಿರ್ದೇಶ ಪಾಲಿಸಿದರು.,2,0,0.4444444444444444
xlmr,ಭಕ್ತ,ಭಕ್ತರನ್ನು ಸಮ್ಮಾನಿಸಿ.,2,0,0.4444444444444444
xlmr,ಭಕ್ತ,ಪ್ರಭುದ ಭಕ್ತರು ಧರ್ಮವನ್ನು ಪೋಷಿಸಿದರು.,3,2,0.4444444444444444
xlmr,ಭಕ್ತ,ನಿಜನಾದ ಭಕ್ತರು ಸತ್ತರನ್ನು ಒಂದೆಡೆ ಮಾಡುತ್ತಾರೆ.,3,2,0.4444444444444444
xlmr,ಮಾಡು,ಚಿತ್ರ ಸೃಷ್ಟಿ ಮಾಡಿ.,1,2,0.325
xlmr,ಮಾಡು,ಕಟಣೆ ಮಾಡುತ್ತೇನೆ.,1,4,0.325
xlmr,ಮಾಡು,ಕೆಲಸ ಮಾಡಿ.,2,0,0.325
xlmr,ಮಾಡು,ಸಹಾಯ ಮಾಡಿ.,2,0,0.325
xlmr,ಮಾಡು,ಆಹಾರ ಮಾಡುತ್ತೇನೆ.,3,4,0.325
xlmr,ಮಾಡು,ಬಾರ ಮಾಡುವುದು ಪುರಸ್ಕಾರ.,3,1,0.325
xlmr,ಮಾಡು,ಸಮಸ್ಯೆ ಮಾಡಿದೆ.,4,2,0.325
xlmr,ಮಾಡು,ಕೆಸರು ಮಾಡುವುದು ಸುಗಮ.,4,1,0.325
xlmr,ಮಾಡು,ರೋಗಿಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಿ.,5,3,0.325
xlmr,ಮಾಡು,ಸಮಸ್ಯೆಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಬೇಕು.,5,3,0.325
xlmr,ಮಾತು,ನನ್ನ ಮಾತು ಆಲಿಸಿ.,1,2,0.034482758620689655
xlmr,ಮಾತು,ಆ ಮಾತು ನಿಜವಾಗಿದೆ.,1,2,0.034482758620689655
xlmr,ಮಾತು,"ಮಾತುಗಳ ಅರ್ಥ ಅಲ್ಲ, ಭಾವ ಪ್ರಮುಖ.",1,2,0.034482758620689655
xlmr,ಮಾತು,ಇದು ಗಮನಾರ್ಹ ಮಾತು.,2,2,0.034482758620689655
xlmr,ಮಾತು,ಆ ಮಾತಿನ ಬಗ್ಗೆ ಮಾತನಾಡಬೇಡ.,2,1,0.034482758620689655
xlmr,ಮಾತು,ಕ್ರೀಡಾ ಮಾತು ಈತನಿಗೆ ಆಸಕ್ತಿ.,2,2,0.034482758620689655
xlmr,ಮಾತು,ಪಟ್ಟಣದಲ್ಲಿ ಸಾಕಷ್ಟು ಮಾತು ಆಗಿದೆ.,3,0,0.034482758620689655
xlmr,ಮಾತು,ತಲೆಕೆಳಿತ ಮಾತು ನಂಬಬೇಡ.,3,2,0.034482758620689655
xlmr,ಮುಕ್ತ,ಕೈದಿ ಮುಕ್ತನಾದನು.,1,2,-0.2962962962962963
xlmr,ಮುಕ್ತ,ಮುಕ್ತ ಮನೋಭಾವ ಅಗತ್ಯ.,1,0,-0.2962962962962963
xlmr,ಮುಕ್ತ,ಬಂಧನೆಯಿಂದ ಮುಕ್ತನಾದನು.,2,2,-0.2962962962962963
xlmr,ಮುಕ್ತ,ಇಲಿಯನ್ನು ಮುಕ್ತ ಮಾಡಿ.,2,1,-0.2962962962962963
xlmr,ಮುಕ್ತ,ಪ್ರಾಣಿ ಮೋಕ್ಷದಿಂದ ಮುಕ್ತನಾದನು.,3,2,-0.2962962962962963
xlmr,ಮುಕ್ತ,ಶರೀರದ ಬಂಧನೆಯಿಂದ ಮುಕ್ತ ಪುರುಷ.,3,0,-0.2962962962962963
xlmr,ರಸ,ಆ ಅನ್ನದ ರಸ ಅತ್ಯಂತ ಸುಮಾರು.,1,2,0.11475409836065574
xlmr,ರಸ,ಲೆಮೆನ್ ರಸ ಅಮ್ಲೀಯವಾಗಿರುತ್ತದೆ.,1,2,0.11475409836065574
xlmr,ರಸ,ಹಣ್ಣಿನ ರಸ ಮಿಠಾಗಿರುತ್ತದೆ.,2,2,0.11475409836065574
xlmr,ರಸ,ಗೆಜ್ಜಿನ ರಸ ಸೋಯಿ ರಸ ಹೊಂದಿಕೆ.,2,2,0.11475409836065574
xlmr,ರಸ,ಕವಿತೆಯಲ್ಲಿ ಭಿನ್ನ ರಸಗಳು ಇವೆ.,3,3,0.11475409836065574
xlmr,ರಸ,ಶೃಂಗಾರ ರಸ ಸಂಗೀತದಲ್ಲಿ ಪ್ರಕಾಶಿತವಾಗುತ್ತದೆ.,3,1,0.11475409836065574
xlmr,ರಸ,ದೇವತೆಗಳು ಅಮೃತ ರಸ ಕುಡಿದರು.,4,0,0.11475409836065574
xlmr,ರಸ,ರೇಸ ರಸದ ಎಳೆ ಮಧುರ.,4,2,0.11475409836065574
xlmr,ರಸ,ನಟನ ಅಭಿನಯ ರಸವನ್ನು ಹೃದಯಕ್ಕೆ ಸೇರಿಸುತ್ತದೆ.,5,4,0.11475409836065574
xlmr,ರಸ,ಕ್ಷಿತಿಜರ ನೃತ್ಯ ಏಕ ರಸದಿಂದ ತುಂಬಿತ್ತು.,5,0,0.11475409836065574
xlmr,ಲೇ,ನೀರು ಲೇಯಿ.,1,0,0.07407407407407407
xlmr,ಲೇ,ಆ ಸೂಪಿಗೆ ಈ ದ್ರವ್ಯ ಲೇಯಿ.,1,1,0.07407407407407407
xlmr,ಲೇ,ಟೇಬಿಲ್ ಮೇಲೆ ನೀರು ಲೇದೆ.,2,2,0.07407407407407407
xlmr,ಲೇ,ಹೊಡೆದಿದ್ದರಿಂದ ಹೆಣ್ಣಿನ ಲೋಹಿತ ಲೇದೆ.,2,2,0.07407407407407407
xlmr,ಲೇ,ಬೀಜ ಲೇಯಿ.,3,0,0.07407407407407407
xlmr,ಲೇ,ಪ್ರಕಾಶ ಲೇದೆ.,3,2,0.07407407407407407
xlmr,ಲೋಭಿ,ಲೋಭಿ ಮನುಷ್ಯ ಸದಾ ತೃಪ್ತ ರಹಿತ.,1,0,1.0
xlmr,ಲೋಭಿ,ಲೋಭಿ ಭಾವನೆ ನಾಶ ಮಾಡುತ್ತದೆ.,1,0,1.0
xlmr,ಲೋಭಿ,ಶಿಕ್ಷೆಯ ಲೋಭಿ ವಿದ್ಯಾರ್ಥಿ.,2,1,1.0
xlmr,ಲೋಭಿ,ಸಫಲತೆ ಲೋಭಿ ಮನುಷ್ಯ.,2,1,1.0
xlmr,ವಹಿಸು,ಸೋವೆಯನ್ನು ವಹಿಸುವುದು ಭಾರೀ.,1,2,-0.2962962962962963
xlmr,ವಹಿಸು,ಹೊರೆ ವಹಿಸಿ ಹೋಗಿ.,1,1,-0.2962962962962963
xlmr,ವಹಿಸು,ರಾಷ್ಟ್ರದ ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು ಕಷ್ಟ.,2,0,-0.2962962962962963
xlmr,ವಹಿಸು,ಪದ ವಹಿಸಿಕೊಂಡಿರುವ ಅಧಿಕಾರಿ.,2,1,-0.2962962962962963
xlmr,ವಹಿಸು,ಸಂಕಟ ವಹಿಸುವುದು ಧೈರ್ಯದ ಲಕ್ಷಣ.,3,0,-0.2962962962962963
xlmr,ವಹಿಸು,ಹೊತ್ತುಕೊಂಡ ಮನೋವೇದನೆ ವಹಿಸಿ.,3,1,-0.2962962962962963
xlmr,ಸಾಕು,ಇಷ್ಟು ಸಾಕು.,1,2,0.4444444444444444
xlmr,ಸಾಕು,ಹಣ ಸಾಕುದೆ?,1,2,0.4444444444444444
xlmr,ಸಾಕು,ಹಸು ಸಾಕುವುದು ಅಸಾಧಾರಣ.,2,0,0.4444444444444444
xlmr,ಸಾಕು,ಗುರುಗಳನ್ನು ಸಾಕಿದೆ.,2,1,0.4444444444444444
xlmr,ಸಾಕು,ಈ ನೋವು ಸಾಕಲಾರೆ.,3,1,0.4444444444444444
xlmr,ಸಾಕು,ಹೆಚ್ಚು ಅವಮಾನ ಸಾಕಬಾರದು.,3,1,0.4444444444444444
xlmr,ಸಾಧಾರಣ,ಸಾಧಾರಣ ಕುಟುಂಬ ಬದುಕುತ್ತೆ.,1,1,0.0
xlmr,ಸಾಧಾರಣ,ಸಾಧಾರಣ ಮನುಷ್ಯ ಅಸಾಧಾರಣ ಕಾರ್ಯ ಮಾಡಿದನು.,1,1,0.0
xlmr,ಸಾಧಾರಣ,ಸಾಧಾರಣ ಚಿಂತನೆ ಸಕಲ ಜನಕ್ಕು ಅನ್ವಯ.,2,0,0.0
xlmr,ಸಾಧಾರಣ,ಸಾಧಾರಣ ಸತ್ಯ ಪರಿವರ್ತಿತವಾಗಿದೆ.,2,1,0.0
xlmr,ಹಸ್ತ,ತನ್ನ ಹಸ್ತ ಮೆರೆದುಕೊಂಡರು.,1,2,-0.058823529411764705
xlmr,ಹಸ್ತ,ಹಸ್ತ ತೊಳೆಯಿರಿ.,1,0,-0.058823529411764705
xlmr,ಹಸ್ತ,ಬಲಹಸ್ತ ಕಾಲಿದಾಗ ಶಸ್ತ್ರ ಸರಿಸಿ.,1,3,-0.058823529411764705
xlmr,ಹಸ್ತ,ಆನೆಯ ಹಸ್ತ ಅತ್ಯಂತ ಶಕ್ತಿಶಾಳಿ.,2,2,-0.058823529411764705
xlmr,ಹಸ್ತ,ಹಸ್ತದಿಂದ ನೀರು ಕುಡಿಯುತ್ತವೆ.,2,2,-0.058823529411764705
xlmr,ಹಸ್ತ,ಅವನ ಹಸ್ತ ತುಂಬಾ ಸುಂದರವಾಗಿದೆ.,3,0,-0.058823529411764705
xlmr,ಹಸ್ತ,ಈ ಗ್ರಂಥ ಶೇಷಾದ್ರಿಯ ಹಸ್ತದಿಂದ ಬರೆದಿದೆ.,3,1,-0.058823529411764705
xlmr,ಹಸ್ತ,ಸಭೆ ಅವನ ಹಸ್ತದಲ್ಲಿದೆ.,4,2,-0.058823529411764705
xlmr,ಹಸ್ತ,ಆ ಭೂಮಿ ನಿನ್ನ ಹಸ್ತದಲ್ಲಿದೆ.,4,1,-0.058823529411764705
xlmr,ಹಿರಿಯ,ಹಿರಿಯ ವ್ಯಕ್ತಿಯನ್ನು ಸಮ್ಮಾನಿಸಿ.,1,0,0.0
xlmr,ಹಿರಿಯ,ಹಿರಿಯ ಪತ್ನಿ ಶಾಂತಿಮತೆ.,1,0,0.0
xlmr,ಹಿರಿಯ,ಹಿರಿಯ ಅಧಿಕಾರಿ ನಿರ್ದೇಶನ ಮಾಡಿದರು.,2,0,0.0
xlmr,ಹಿರಿಯ,ಹಿರಿಯ ಪದ ಪ್ರಾಪ್ತನಾಗಿ.,2,1,0.0
xlmr,ಹೊಡೆ,ಮೇಜಿನ ಮೇಲೆ ಹೊಡೆಯಿರಿ.,1,0,0.07407407407407407
xlmr,ಹೊಡೆ,ದುರ್ಬಲ ಲೋಕದ ಬೇಡಿ ಹೊಡೆಯುವುದು.,1,0,0.07407407407407407
xlmr,ಹೊಡೆ,ಸರೀ ಪದಾರ್ಥವು ತೋಟದಲ್ಲಿ ಹೊಡೆದನು.,2,1,0.07407407407407407
xlmr,ಹೊಡೆ,ಗಂಡುಸಾಪು ಹೊಡೆಯಿರಿ.,2,2,0.07407407407407407
xlmr,ಹೊಡೆ,ಬೆಲ್ ಹೊಡೆಯಿರಿ.,3,2,0.07407407407407407
xlmr,ಹೊಡೆ,ಮಾಂತ್ರಿಕ ಘಂಟೆ ಹೊಡೆಯುತ್ತಾರೆ.,3,0,0.07407407407407407
xlmr,ಹೋಗು,ಪರೀಕ್ಷೆಗೆ ಹೋಗಿ.,1,0,-0.18867924528301888
xlmr,ಹೋಗು,ನನ್ನ ಕಾರು ಹೋಗುತ್ತಿದೆ.,1,1,-0.18867924528301888
xlmr,ಹೋಗು,"ಮುಂದೆ ಹೋಗಿ, ಜಾರುವುದು ಹೋಗುತ್ತೆ.",2,3,-0.18867924528301888
xlmr,ಹೋಗು,ಕೋಣೆಯಿಂದ ಹೋಗಿ.,2,0,-0.18867924528301888
xlmr,ಹೋಗು,ಅಲೋಕು ಹೋಗಿ.,3,0,-0.18867924528301888
xlmr,ಹೋಗು,ಸೂರ್ಯ ದಿಗಂತದ ಹೆಚ್ಚಿನ ಹೋಗಿ.,3,2,-0.18867924528301888
xlmr,ಹೋಗು,ದಿನ ಸರಿಸರಿ ಹೋಗುತ್ತಿದೆ.,4,1,-0.18867924528301888
xlmr,ಹೋಗು,ವರ್ಷ ಬೇಗ ಹೋದೆ.,4,2,-0.18867924528301888
mbert,ಅರ್ಥ,ಈ ಮಾತುಗಳ ಅರ್ಥ ತೃಪ್ತಿದಾಯಕವಾಗಿದೆ.,1,1,-0.18867924528301888
mbert,ಅರ್ಥ,ಪದದ ಅರ್ಥ ತಿಳಿಸಿ.,1,2,-0.18867924528301888
mbert,ಅರ್ಥ,ಸಭೆ ಅರ್ಥ ಸೂಚಿಸಿದೆ.,2,0,-0.18867924528301888
mbert,ಅರ್ಥ,ಅರ್ಥ ಪಾಲಿಸುವುದು ಅವಶ್ಯಕ.,2,2,-0.18867924528301888
mbert,ಅರ್ಥ,ಯುವಕನ ಅರ್ಥ ಉನ್ನತಿಯಿತು.,3,1,-0.18867924528301888
mbert,ಅರ್ಥ,ಈ ಪ್ರಯೋಗದ ಅರ್ಥ ತಪ್ಪಾದ ವಿಷಯ ಪಕ್ಷೀಕರಿಸುವುದು.,3,3,-0.18867924528301888
mbert,ಅರ್ಥ,ಆ ರತ್ನದ ಅರ್ಥ ತುಂಬಾ ಹೆಚ್ಚು.,4,1,-0.18867924528301888
mbert,ಅರ್ಥ,ಮಾನವ ಜೀವನದ ಅರ್ಥ ಅಮೂಲ್ಯ.,4,3,-0.18867924528301888
mbert,ಕಬ್ಬಿ,ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ.,1,2,-0.06060606060606061
mbert,ಕಬ್ಬಿ,ಕಬ್ಬಿ ಚರ್ಮ ಶೇಕಡೆ.,1,0,-0.06060606060606061
mbert,ಕಬ್ಬಿ,ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ.,2,0,-0.06060606060606061
mbert,ಕಬ್ಬಿ,ಕಬ್ಬಿ ವ್ಯವಹಾರ ನಿಜನಾಗಿ ನೋವಾಗಿಸುತ್ತದೆ.,2,0,-0.06060606060606061
mbert,ಕಬ್ಬಿ,ಕಬ್ಬಿ ಮನುಷ್ಯ ಕಷ್ಟ ಸಹಿಸುತ್ತಾನೆ.,3,0,-0.06060606060606061
mbert,ಕಬ್ಬಿ,ಕಬ್ಬಿ ನಿರ್ಮಾಣ ದೀರ್ಘಸ್ಥಿರ.,3,1,-0.06060606060606061
mbert,ಕರಣ,ಈ ಘಟನೆಯ ಕರಣ ಎಂದರೆ ನಿರ್ಲಕ್ಷ್ಯತೆ.,1,1,-0.25
mbert,ಕರಣ,ಅನಸ್ಥೆಯ ಕರಣ ಕಾರ್ಯಭಾರ ಹೆಚ್ಚು.,1,2,-0.25
mbert,ಕರಣ,ಶಿಕ್ಷಣ ಜೀವನ ಸುಧಾರಣೆಯ ಕರಣ.,2,1,-0.25
mbert,ಕರಣ,ಕರ್ನಮ ಭರತಾವಿಯ ಕರಣಗಳು ಅದ್ಭುತವಾಗಿವೆ.,2,0,-0.25
mbert,ಕರಣ,ಪದವಿನ ಕರಣ ವಿಷಯ ವಿಶ್ಲೇಷಿಸಬೇಕು.,3,2,-0.25
mbert,ಕರಣ,ಅಪರ ಕರಣ ತೆರೆದುಕೊಂಡಿದೆ.,3,0,-0.25
mbert,ಕಾಲ,ಕಾಲ ದ್ರುತವಾಗಿ ಹಾದುಹೋಗಿ.,1,0,0.37623762376237624
mbert,ಕಾಲ,ಮಹಾಭಾರತದ ಕಾಲದಲ್ಲಿ ಅನೇಕ ಯುದ್ಧ ನಡೆದವು.,1,2,0.37623762376237624
mbert,ಕಾಲ,ಅವನ ಎಡ ಕಾಲು ಮುರಿದಿದೆ.,2,1,0.37623762376237624
mbert,ಕಾಲ,ಕಾಲು ನೋವಾಗುತ್ತಿದೆ.,2,1,0.37623762376237624
mbert,ಕಾಲ,ಬೇಸಿಗೆ ಕಾಲ ತುಂಬಾ ಬಿಸಿಯಾಗಿರುತ್ತವೆ.,5,4,0.37623762376237624
mbert,ಕಾಲ,ಮುಂಗಾರು ಕಾಲ ಮೂವೆತ್ತೆ ಅಂದಾಗೆ ಬರುತ್ತದೆ.,5,4,0.37623762376237624
mbert,ಕಾಲ,ಕಾಲ ನೋಡುತ್ತಿರುವುದೇ ಅದು.,3,0,0.37623762376237624
mbert,ಕಾಲ,ಕಾಲದ ಸಮಯ ನಿಗದಿತವಾಗಿದೆ.,3,3,0.37623762376237624
mbert,ಕಾಲ,ಕಾಲ ಬಟ್ಟೆ ಧರಿಸಿ.,4,0,0.37623762376237624
mbert,ಕಾಲ,ಕಾಲ ಮೇಘ ಗಾಳಿ ಬೀಸುತ್ತಿದೆ.,4,0,0.37623762376237624
mbert,ಕಾಲೆ,ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ.,1,1,-0.2962962962962963
mbert,ಕಾಲೆ,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ.,1,0,-0.2962962962962963
mbert,ಕಾಲೆ,ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ.,2,0,-0.2962962962962963
mbert,ಕಾಲೆ,ಪ್ರತಿಭೆ ಕಾಲೆ ಮಾಡಬೇಡ.,2,1,-0.2962962962962963
mbert,ಕಾಲೆ,ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ.,3,2,-0.2962962962962963
mbert,ಕಾಲೆ,ಪರಿವಾರ ಕಾಲೆ ಮಾಡುವುದು ಅನುಚಿತ.,3,0,-0.2962962962962963
mbert,ಕಿರಿಯ,ಕಿರಿಯ ಸಮಸ್ಯೆ ಛಿದ್ರ ಪಟ್ಟು.,1,2,0.07407407407407407
mbert,ಕಿರಿಯ,ಕಿರಿಯ ವಿವರಣೆ ಸ್ಪಷ್ಟ.,1,2,0.07407407407407407
mbert,ಕಿರಿಯ,ಕಿರಿಯ ಮಗು ನೆಲೆಯಲ್ಲಿ.,2,0,0.07407407407407407
mbert,ಕಿರಿಯ,ಕಿರಿಯ ವಯಸ್ಸು ಅಮೂಲ್ಯ.,2,2,0.07407407407407407
mbert,ಕಿರಿಯ,ಕಿರಿಯ ಸಹೋದರ ಸಹಾಯಕ.,3,0,0.07407407407407407
mbert,ಕಿರಿಯ,ಕಿರಿಯ ಪದ ತೃಪ್ತ ವೈತನಿಕ.,3,1,0.07407407407407407
mbert,ಕೂಲಿ,ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ.,1,1,0.07407407407407407
mbert,ಕೂಲಿ,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು.,1,0,0.07407407407407407
mbert,ಕೂಲಿ,ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ.,2,0,0.07407407407407407
mbert,ಕೂಲಿ,ನನ್ನನ್ನು ಕೂಲಿ ಮಾಡಿದಾಳು.,2,0,0.07407407407407407
mbert,ಕೂಲಿ,ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ.,3,1,0.07407407407407407
mbert,ಕೂಲಿ,ನಿನ್ನ ಸ್ನೇಹಿತರನ್ನು ಕೂಲಿ ಮಾಡೋ.,3,2,0.07407407407407407
