pair_id,target_word,pos,sentence1,sentence2,synset_1,synset_2,label,split,kannada_ratio_1,kannada_ratio_2,quality_flag
v2_00336,ಮುಚ್ಚು,verb,ಮುಚ್ಚು ಕುರಿತು ಜಾರಿಯಲ್ಲಿ ಇಲ್ಲದ ಹಾಗೆ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,ಮುಚ್ಚು ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಮುಚ್ಚಿಡುವ ಅಥವಾ ಅಡಗಿಸಿಡುವ ಪ್ರಕ್ರಿಯೆ,34536,8956,0,train,0.88,0.8985507246376812,ok
v2_00216,ಹಗ್ಗ,noun,ಹಗ್ಗ ಕುರಿತು ಸೆಣಬು/ನಾರಿನ ದಾರ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಗ್ಗ ಎಂಬ ಪದದ ಅರ್ಥ ಸೆಣಬು/ನಾರಿನ ದಾರ,8330,8330,1,train,0.8518518518518519,0.8260869565217391,ok
v2_00356,ಆರಿಸು,verb,ಆರಿಸು ಕುರಿತು ಹಸಿ ಇರುವ ವಸ್ತುಗಳನ್ನು ಒಣಗಿಸುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಆರಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಹಸಿ ಇರುವ ವಸ್ತುಗಳನ್ನು ಒಣಗಿಸುವ ಪ್ರಕ್ರಿಯೆ,21529,21529,1,train,0.8823529411764706,0.8571428571428571,ok
v2_00222,ಹಾನಿ,noun,ಹಾನಿ ಕುರಿತು ನಾಶ ಮಾಡುವ ವ್ಯಕ್ತಿ,"ಹಾನಿ ಎಂದರೆ ಹಲವುವೇಳೆ ಒಂದು ಭೌತಿಕ ವಸ್ತುವಿನಲ್ಲಾಗುವ ಯಾವುದೇ ಬದಲಾವಣೆ, ಮತ್ತು ಇದು ಅದರ ಮೊದಲಿನ ಸ್ಥಿತಿಗಿಂತ ಕೀಳಾಗುವಂತೆ ಮಾಡುತ್ತದೆ",10040,10040,1,train,0.8620689655172413,0.8695652173913043,ok
v2_00287,ಬಲೆ,noun,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಬಲೆ ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದಕ್ಕೊಂದು ಸಂಬಂಧಿಸಿದಂತೆ ಹೆಣದುಕೊಂಡಿರುವ ವಿಷಯಗಳು, ವಸ್ತುಗಳು, ವ್ಯಕ್ತಿಗಳು ಇಲ್ಲವೆ ಪರಿಕಲ್ಪನೆಗಳ ಸಮೂಹ/ಗುಂಪು",ನಿನ್ನ ಬಲೆಯಲ್ಲಿ ಯಾರು ಬೇಕಾದರು ಬಂದು ಬೀಳುತ್ತಾರೆ.,12880,34817,0,train,0.8661417322834646,0.8636363636363636,ok
v2_00368,ಒಳ್ಳೆಯ,adjective,ಅವನು ಒಳ್ಳೆಯ ಗುಣಮಟ್ಟದ ಹಿಂದಿಯನ್ನು ಮಾತನಾಡುತ್ತಾರೆ.,ಒಳ್ಳೆಯ ಕುರಿತು ಶ್ರೇಣಿಯ ಅಥವಾ ಶ್ರೇಣಿಗೆ ಸಂಬಂಧಿಸಿದ,37693,37693,1,train,0.8913043478260869,0.8888888888888888,ok
v2_00031,ಸಮಯ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮಯ ಎಂಬ ಪದದ ಅರ್ಥ (ವ್ಯಾಕರಣದಲ್ಲಿ) ಕ್ರಿಯೆಯ ರೂಪದಿಂದ ಆಗುವ ಅಥವಾ ಮಾಡುವ ಸಮಯದ ಜ್ಞಾನವಾಗಿರುತ್ತದೆ,ಸಮಯ ಕುರಿತು ಸಮಯದ ಕಳೆಯುತಿದಂತೆ ಯಾರೋ ಒಬ್ಬರ ಜೀವನ ಕೂಡ ಬದಲಾಗುತ್ತಾ ಹೋಗುತ್ತದೆ,25495,27698,0,train,0.8469387755102041,0.8676470588235294,ok
v2_00321,ಶಕ್ತಿ,noun,ಈ ಕೆಲಸದ ನಂತರ ನಿಮ್ಮ ಶಕ್ತಿ ಎಷ್ಟಿದೆ ಎಂದು ತಿಳಿಯುತ್ತದೆ,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಶಕ್ತಿ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೇ ತತ್ವವು ಏನೇ ಕೆಲಸ ಮಾಡುವ, ಮಾಡಿಸುವ ಅಥವಾ ಕ್ರಿಯಾತ್ಮಕ ರೂಪದಲ್ಲಿ ನಮ್ಮ ಪ್ರಭಾವ ತೋರಿಸುವುದು",269,269,1,train,0.8571428571428571,0.8461538461538461,ok
v2_00279,ರಕ್ಷಿಸು,verb,ರಕ್ಷಿಸು ಕುರಿತು ಕಷ್ಟ ಅಥವಾ ಸಂಕಟದಿಂದ ಯಾರನ್ನಾದರೂ ಮುಕ್ತಗೊಳಿಸುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ರಕ್ಷಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಕಷ್ಟ ಅಥವಾ ಸಂಕಟದಿಂದ ಯಾರನ್ನಾದರೂ ಮುಕ್ತಗೊಳಿಸುವ ಪ್ರಕ್ರಿಯೆ,38319,38319,1,train,0.8955223880597015,0.872093023255814,ok
v2_00584,ಒಳ್ಳೆಯ,adjective,ಉಚಿತವಾದ ಕೆಲಸಗಳನ್ನು ಇಂದೇ ಮಾಡುವುದು ಒಳ್ಳೆಯದು.,ಒಳ್ಳೆಯ ಕುರಿತು ಬೇರೆಯ ದಿನ ಸಂಭವಿಸುವ,18101,18101,1,test,0.8809523809523809,0.875,ok
v2_00311,ಸ್ಥಿರವಾದಂತ,adjective,ಸ್ಥಿರವಾದಂತ ಕುರಿತು ಚಂಚಲವಾಗದ ವ್ಯಕ್ತಿ,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಸ್ಥಿರವಾದಂತ ಎಂಬ ಪದದ ಅರ್ಥ ಹರಿಯುವಿಕೆ, ಸಾಗುವಿಕೆ ಇಲ್ಲದ ಸ್ಥಗಿತ ಸ್ಥಿತಿ",2420,447,0,train,0.9117647058823529,0.8552631578947368,ok
v2_00335,ಆರಿಸು,verb,ಮಲೀಕರು ಕೆಲಸದವರ ಹತ್ತಿರ ಕಾಳುಗಳನ್ನು ಆರಿಸುವ ಕೆಲಸ ಮಾಡಿಸುತ್ತಿದ್ದಾರೆ.,ಆರಿಸು ಕುರಿತು ಹಸಿವು ಇತ್ಯಾದಿಗಳು ಶಾಂತವಾಗುವ ಪ್ರಕ್ರಿಯೆ,12055,14103,0,train,0.8870967741935484,0.8979591836734694,ok
v2_00082,ಹಾನಿ,noun,"ಹಾನಿ ಎಂದರೆ ಹಲವುವೇಳೆ ಒಂದು ಭೌತಿಕ ವಸ್ತುವಿನಲ್ಲಾಗುವ ಯಾವುದೇ ಬದಲಾವಣೆ, ಮತ್ತು ಇದು ಅದರ ಮೊದಲಿನ ಸ್ಥಿತಿಗಿಂತ ಕೀಳಾಗುವಂತೆ ಮಾಡುತ್ತದೆ","ಭೌತಿಕ ವಸ್ತುಗಳ ಹಾನಿಯೆಂದರೆ ""ಅವು ಮುರಿಯುವುದಕ್ಕೆ ಕಾರಣವಾಗುವ ಕ್ರಮವಾಗಿ ಹೆಚ್ಚಾಗುವ ಭೌತಿಕ ಪ್ರಕ್ರಿಯೆ"", ಮತ್ತು ಗೋಚರವಾಗದಿದ್ದರೂ, ರಚನೆಯನ್ನು ದುರ್ಬಲವಾಗಿಸುವ ಯಾಂತ್ರಿಕ ಒತ್ತಡವನ್ನು ಒಳಗೊಳ್ಳುತ್ತದೆ",10040,11534,0,train,0.8695652173913043,0.8823529411764706,ok
v2_00258,ಹಾನಿ,noun,"ಹಾನಿ ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತು, ಪರಿಸ್ಥಿತಿ ಮೊದಲಾದವುಗಳ ಹಿಡಿತ ಅಥವಾ ಹೊಡೆತಕ್ಕೆ ಸಿಕ್ಕಿಕೊಳುವ ಕ್ರಿಯೆ","ಭೌತಿಕ ವಸ್ತುಗಳ ಹಾನಿಯೆಂದರೆ ""ಅವು ಮುರಿಯುವುದಕ್ಕೆ ಕಾರಣವಾಗುವ ಕ್ರಮವಾಗಿ ಹೆಚ್ಚಾಗುವ ಭೌತಿಕ ಪ್ರಕ್ರಿಯೆ"", ಮತ್ತು ಗೋಚರವಾಗದಿದ್ದರೂ, ರಚನೆಯನ್ನು ದುರ್ಬಲವಾಗಿಸುವ ಯಾಂತ್ರಿಕ ಒತ್ತಡವನ್ನು ಒಳಗೊಳ್ಳುತ್ತದೆ",11534,11534,1,train,0.8764044943820225,0.8823529411764706,ok
v2_00134,ದುಃಖ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ದುಃಖ ಎಂಬ ಪದದ ಅರ್ಥ ಬೇಸರ ಪಡುವ ಅಥವಾ ಯಾವುದೇ ಕೆಲಸದಲ್ಲಿ ಮನಸ್ಸು ಮಾಡದೆ ಇರುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವನೆ,ಇದರಿಂದ ದುಃಖಕ್ಕೆ ಮಹತ್ವದ ಅದರ ವಿಶಿಷ್ಟ ಅರ್ಥವನ್ನು ಕೊಡುತ್ತದೆ,2174,2174,1,train,0.8367346938775511,0.8888888888888888,ok
v2_00212,ಸಮೂಹ,noun,"ಸಮೂಹ ಕುರಿತು ಪ್ರಾಚೀನ ಕಾಲದ ವಿದ್ವಾಂಸರುಗಳ, ಬ್ರಾಹ್ಮಣರುಗಳ ಸಭೆ ಇದನ್ನು ರಾಜ ಯಾವುದಾದರು ವಿಷಯದ ಬಗ್ಗೆ ತೀರ್ಮಾನವನ್ನು ತೆಗೆದು ಕೊಳ್ಳುವುದಕ್ಕೆ ಅಥವಾ ಚರ್ಚೆ ಮಾಡುವುದಕ್ಕೆ ಕರೆಯುತ್ತಿದ್ದನು",ಸಮೂಹ ಕುರಿತು ಯಾರದ್ದಾದರೂ ಪುತ್ರಿ ಅಥವಾ ಪುತ್ರ,13289,3645,0,train,0.88125,0.875,ok
v2_00479,ದುಃಖ,noun,ದುಃಖ ಕುರಿತು ಸಂಕಟ ಅಥವಾ ಅಪ್ಪತ್ತಿನ ಸಮಯ,"ದುಃಖ ಒಂದು ಭಾವನೆ, ಅನಿಸಿಕೆ, ಅಥವಾ ಚಿತ್ತವೃತ್ತಿ",10045,10045,1,validation,0.8571428571428571,0.8333333333333334,ok
v2_00045,ದುಃಖ,noun,ದುಃಖ ಕುರಿತು ಬೇಸರ ಪಡುವ ಅಥವಾ ಯಾವುದೇ ಕೆಲಸದಲ್ಲಿ ಮನಸ್ಸು ಮಾಡದೆ ಇರುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವನೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ದುಃಖ ಎಂಬ ಪದದ ಅರ್ಥ ಬೇಸರ ಪಡುವ ಅಥವಾ ಯಾವುದೇ ಕೆಲಸದಲ್ಲಿ ಮನಸ್ಸು ಮಾಡದೆ ಇರುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವನೆ,2174,2174,1,train,0.8481012658227848,0.8367346938775511,ok
v2_00221,ಹೇಳು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೇಳು ಎಂಬ ಪದದ ಅರ್ಥ ಕರೆಯುವ ಪ್ರಕ್ರಿಯೆ,ಅಜ್ಜಿಯು ರಾತ್ರಿ ನಮಗೆಲ್ಲಾ ಕಥೆಯನ್ನು ಹೇಳುತ್ತಾಳೆ.,10933,11482,0,train,0.851063829787234,0.8863636363636364,ok
v2_00412,ಗಂಟು,noun,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಂಟು ಎಂಬ ಪದದ ಅರ್ಥ ಬಟ್ಟೆ, ದಾರ ಮುಂತಾದವುಗಳು ಒಂದರೊಳಗೊಂದು ಬೆರೆತು ಬಿಡಿಸಲು ಕಷ್ಟವಾಗುವಷ್ಟು ಗಟ್ಟಿಯಾಗುವ ಹೆಣಿಗೆ",ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಂಟು ಎಂಬ ಪದದ ಅರ್ಥ ಶರೀರ ಭಾಗಗಳ ನಡುವಿನ ಸಂಧಿ ಅಥವಾ ಜೋಡಣೆಯಿಂದ ಬಗ್ಗಿಸುತ್ತದೆ ಅಥವಾ ಹೊರಳುವುದು,2050,5004,0,train,0.8660714285714286,0.8541666666666666,ok
v2_00109,ಹೊಡೆ,verb,ಹೊಡೆ ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಉಪಯೋಗಿಸಿ ಕೆಡಹುದು ಅಥವಾ ಹೊಡೆಯವ ಪ್ರಕ್ರಿಯೆ (ವಿಶೇಷವಾಗಿ ಆಟದಲ್ಲಿ),ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಉಪಯೋಗಿಸಿ ಕೆಡಹುದು ಅಥವಾ ಹೊಡೆಯವ ಪ್ರಕ್ರಿಯೆ (ವಿಶೇಷವಾಗಿ ಆಟದಲ್ಲಿ),12499,12499,1,train,0.8681318681318682,0.8545454545454545,ok
v2_00554,ಜಗಳ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ಜಗಳ ಎಂಬ ಪದದ ಅರ್ಥ ಮಾತಿನ ಚಕಮಕಿಯ ಮೂಲಕ ನಡೆಯುವ ದ್ವಂದ್ವ ಅಥವಾ ವಾದ ವಿವಾದ,ಜಗಳ ಕುರಿತು ವ್ಯರ್ಥವಾದ ಚರ್ಚೆ ಅಥವಾ ವ್ಯರ್ಥವಾದ ತರ್ಕ,2838,8433,0,test,0.8311688311688312,0.8695652173913043,ok
v2_00133,ಮುರಿ,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುರಿ ಎಂಬ ಪದದ ಅರ್ಥ ಅಸ್ತಿತ್ವದಲ್ಲಿ ಇಲ್ಲದಿರುವ ಅಥವಾ ಮುರಿದು ಹೋಗಿರುವ ಪ್ರಕ್ರಿಯೆ,ಮನೆಯ ಯಜಮಾನಿಯು ಇಂದು ಗಾಜಿನ ಲೋಟವನ್ನು ಮುರಿದು ಹಾಕಿದಳು.,12522,35383,0,train,0.8690476190476191,0.8571428571428571,ok
v2_00558,ಮುರಿ,verb,ಜೇನು ಗೂಡು ಮುರಿದ ಕಾರಣ ಅವು ಜನರನ್ನು ಕಚ್ಚತೊಡಗಿತು.,ಮುರಿ ಕುರಿತು ಹಿಂಡು ಹಿಂಡಾಗಿ ಬರುವ ಪ್ರಕ್ರಿಯೆ,10863,10863,1,test,0.8444444444444444,0.875,ok
v2_00497,ಆಗು,verb,"ಆಗು ಕುರಿತು ಯಾವುದೇ ಪದವಿ, ಸ್ಥಾನ ಮುಂತಾದವುಗಳ ವರೆಗೂ ತಲುಪುವ ಪ್ರಕ್ರಿಯೆ","ಈ ವಾಕ್ಯದಲ್ಲಿ ಆಗು ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೇ ಪದವಿ, ಸ್ಥಾನ ಮುಂತಾದವುಗಳ ವರೆಗೂ ತಲುಪುವ ಪ್ರಕ್ರಿಯೆ",11877,11877,1,validation,0.8571428571428571,0.8414634146341463,ok
v2_00066,ಸಮಯ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮಯ ಎಂಬ ಪದದ ಅರ್ಥ ಊಟವನ್ನು ಮಾಡುವುದಕ್ಕಾಗಿ ನಿಶ್ಚಿತವಾದ ಸಮಯ,ಸಮಯ ಕುರಿತು ಸಂಸ್ಕೃತಿಯ ಇತಿಹಾಸದಲ್ಲಿ ಆ ಕಾಲಮಾನದ ಸಮಯ ಮತ್ತು ಅವಸ್ಥೆ ಮೊದಲಾದ ದೃಷ್ಟಿಯಿಂದ ನಮ್ಮ ಒಂದು ಪರಿಭಾಷೆ ಅಥವಾ ಮಹತ್ವಪೂರ್ಣ ಸ್ಥಾನವನ್ನು ಇಡಲಾಗುತ್ತದೆ,13353,28346,0,train,0.8636363636363636,0.8731343283582089,ok
v2_00339,ಮಾಡು,verb,ಮಾಡು ಕುರಿತು ಅತುರ ಆತುರವಾಗಿ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮಾಡು ಎಂಬ ಪದದ ಅರ್ಥ ಅತುರ ಆತುರವಾಗಿ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,11967,11967,1,train,0.8780487804878049,0.85,ok
v2_00050,ಒಳ್ಳೆಯ,adjective,ಒಳ್ಳೆಯ ಕುರಿತು ಯಾವುದು ಒಳ್ಳೆಯ ಪ್ರರಿಣಾಮದ ರೂಪದಲ್ಲಿರುವುದೋ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಒಳ್ಳೆಯ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದು ಒಳ್ಳೆಯ ಪ್ರರಿಣಾಮದ ರೂಪದಲ್ಲಿರುವುದೋ,28106,28106,1,train,0.9038461538461539,0.8732394366197183,ok
v2_00079,ತೆಗೆ,verb,ಅಮ್ಮನ ನಾಲ್ಕು ಸೀರೆಗಳಲ್ಲಿ ಶೀಲ ಒಂದು ಆರಿಸಿ ತೆಗೆದುಕೊಂಡಳು.,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರೂ ವಸ್ತುವಿನ ಮೇಲೆ ಇರುವ ಧೂಳು ಅಥವಾ ಕೊಳೆ ತೆಗೆಯುವುದು,12023,5596,0,train,0.8653846153846154,0.8470588235294118,ok
v2_00628,ಓಡಿಸು,verb,ನಾಯಿ ಬೆಕ್ಕನ್ನು ಓಡಿಸುತ್ತಿದೆ.,ಓಡಿಸು ಕುರಿತು ಇನ್ನೊಬ್ಬರನ್ನು ಓಡಿಸುವ ಪ್ರವೃತ್ತಿ ಮಾಡುವುದು,9172,9172,1,test,0.8888888888888888,0.9038461538461539,ok
v2_00040,ದುಃಖ,noun,ದುಃಖದಲ್ಲಿ ಇರುವಾಗಲೆ ದೇವರ ನೆನಪಾಗುವುದು,"ಅದೇ ಸಮಯದಲ್ಲಿ ""ದುಃಖ — ಆದರೆ ಅಸಂತೋಷವಲ್ಲ — ತೊರೆತದ ಒಂದು ಹಂತವನ್ನು ಸೂಚಿಸುತ್ತದೆ",1403,1403,1,train,0.9142857142857143,0.8169014084507042,ok
v2_00219,ವರ್ಗ,noun,ಈ ಕಾರ್ಯಾಲಯದ ಇಬ್ಬರು ಕರ್ಮಚಾರಿಗಳಿಗೆ/ಕೆಲಸಗಾರರಿಗೆ ವರ್ಗಾವಣೆಯಾಗಿದೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ವರ್ಗ ಎಂಬ ಪದದ ಅರ್ಥ ಅಧಿಕಾರಿ ಅಥವಾ ಕಾರ್ಯಕರ್ತರ ಒಂದು ಸ್ಥಾನ ಅಥವಾ ವಿಭಾಗದಿಂದ ಬೇರೆ ಸ್ಥಾನ ಅಥವಾ ವಿಭಾಗಕ್ಕೆ ವರ್ಗ ಮಾಡುವ ಕಳುಹಿಸುವ ಕ್ರಿಯೆ,8463,8463,1,train,0.9,0.849624060150376,ok
v2_00275,ತೆಗೆ,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಹೊಸ ಮಳಿಗೆ ಅಥವಾ ಅಂಗಡಿಗಳನ್ನು ತೆರೆಯುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರೂ ವಸ್ತುವಿನ ಮೇಲೆ ಇರುವ ಧೂಳು ಅಥವಾ ಕೊಳೆ ತೆಗೆಯುವುದು,12234,5596,0,train,0.8533333333333334,0.8470588235294118,ok
v2_00007,ಗಂಟು,noun,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಂಟು ಎಂಬ ಪದದ ಅರ್ಥ ದ್ವಿದಳ ಧಾನ್ಯಗಳಂಥ ಲೆಗ್ಯು ಮಿನೀಸೀ ವಂಶದ ಸಸ್ಯಗಳ ಬೇರುಗಳ ಮೇಲೆ ಕಂಡುಬರುವ, ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳನ್ನೊಳಗೊಂಡ ಗಂಟು",ಮೊದಲನೆಯ ಸಾಮರ್ಥ್ಯದ ಗಂಟು ದಿನಬಳಕೆ ಉಪಯೋಗದಲ್ಲಿರುವಂಥದು,13131,13131,1,train,0.8629032258064516,0.9166666666666666,ok
v2_00528,ತೆಗೆ,verb,ತೆಗೆ ಕುರಿತು ಆರಿಸಿ ತೆಗೆದುಕೊಳ್ಳುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಛಾತಾಚಿತ್ರ ಮುಂತಾದವುಗಳನ್ನು ತೆಗೆದು ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,12023,36481,0,validation,0.9024390243902439,0.8717948717948718,ok
v2_00087,ಒಣಗಿದ,adjective,ಒಣಗಿದ ಕುರಿತು ಚಳಿಗಾಳದಲ್ಲಿ ಮರದ ಎಲೆಗಳೆಲ್ಲಾ ಉದುರಿ ಹೋಗುತ್ತದೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಒಣಗಿದ ಎಂಬ ಪದದ ಅರ್ಥ ಚಳಿಗಾಳದಲ್ಲಿ ಮರದ ಎಲೆಗಳೆಲ್ಲಾ ಉದುರಿ ಹೋಗುತ್ತದೆ,12848,12848,1,train,0.8909090909090909,0.8648648648648649,ok
v2_00370,ಜಗಳ,noun,ಜಗಳ ಕುರಿತು ಹೊಡೆದು ಬಡಿದು ಮಾಡುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ,"ಜಗಳ ಕುರಿತು ವ್ಯಕ್ತಿ, ಅವನ ಕ್ರಿಯೆಗಳು, ಮೊದಲಾವುಗಳ ವಿರುದ್ಧ ಮಾಡುವ ಆಪಾದನೆಗೆ ಕಾರಣವಾಗುವ ಸಂದರ್ಭ, ವಿಷಯ",11043,4195,0,train,0.851063829787234,0.8444444444444444,ok
v2_00637,ಕಟ್ಟು,noun,ಮನೆ ಕಟ್ಟುವ ಕೆಲಸ ಪ್ರಾರಂಭವಾಗಿದೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಟ್ಟು ಎಂಬ ಪದದ ಅರ್ಥ ಕಟ್ಟುವ ಕೆಲಸ,23565,23565,1,test,0.8666666666666667,0.8372093023255814,ok
v2_00261,ಜ್ಞಾನ,noun,ಜ್ಞಾನ ಕುರಿತು ಬುದ್ಧಿ/ಜ್ಞಾನವನ್ನು ನೀಡುವ ವೃತ್ತಿ ಅಥವಾ ಶಕ್ತಿ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಜ್ಞಾನ ಎಂಬ ಪದದ ಅರ್ಥ ಬುದ್ಧಿ/ಜ್ಞಾನವನ್ನು ನೀಡುವ ವೃತ್ತಿ ಅಥವಾ ಶಕ್ತಿ,3382,3382,1,train,0.8703703703703703,0.8493150684931506,ok
v2_00305,ತೆಗೆ,verb,ಅಮ್ಮನ ನಾಲ್ಕು ಸೀರೆಗಳಲ್ಲಿ ಶೀಲ ಒಂದು ಆರಿಸಿ ತೆಗೆದುಕೊಂಡಳು.,ತೆಗೆ ಕುರಿತು ಆರಿಸಿ ತೆಗೆದುಕೊಳ್ಳುವ ಪ್ರಕ್ರಿಯೆ,12023,12023,1,train,0.8653846153846154,0.9024390243902439,ok
v2_00415,ಸಮೂಹ,noun,"ಸಮೂಹ ಕುರಿತು ಪ್ರಾಚೀನ ಕಾಲದ ವಿದ್ವಾಂಸರುಗಳ, ಬ್ರಾಹ್ಮಣರುಗಳ ಸಭೆ ಇದನ್ನು ರಾಜ ಯಾವುದಾದರು ವಿಷಯದ ಬಗ್ಗೆ ತೀರ್ಮಾನವನ್ನು ತೆಗೆದು ಕೊಳ್ಳುವುದಕ್ಕೆ ಅಥವಾ ಚರ್ಚೆ ಮಾಡುವುದಕ್ಕೆ ಕರೆಯುತ್ತಿದ್ದನು",ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮೂಹ ಎಂಬ ಪದದ ಅರ್ಥ ದಟ್ಟಣೆ ಅಥವಾ ಗುಂಪು ಚಲಿಸುತ್ತಿದೆ ಅಥವಾ ಎಲ್ಲಿಗೋ ಹೋಗುತ್ತಿದೆ ಅಥವಾ ಬರುತ್ತಿದೆ,13289,28444,0,train,0.88125,0.8585858585858586,ok
v2_00578,ಹರಡು,verb,ಹರಡು ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತುವಿನ ನಿರ್ಮಾಣಕ್ಕಾಗಿ ಅದರಲ್ಲಿ ಅಳವಡಿಸುವ ವಸ್ತುಗಳನ್ನು ವ್ಯವಸ್ಥಿತವಾಗಿ ಇಡುವಂತಹ ಅಥವಾ ನಿರ್ಮಾಣವಾಗುವಂತಹ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ನಾಲ್ಕು ಕಡೆಯೂ ಹರಡುವುದು,35836,5345,0,test,0.9051724137931034,0.8461538461538461,ok
