pair_id,target_word,pos,sentence1,sentence2,synset_1,synset_2,label,split,kannada_ratio_1,kannada_ratio_2,quality_flag
v2_00260,ಹಾನಿ,noun,"ಹಾನಿ ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತು, ಪರಿಸ್ಥಿತಿ ಮೊದಲಾದವುಗಳ ಹಿಡಿತ ಅಥವಾ ಹೊಡೆತಕ್ಕೆ ಸಿಕ್ಕಿಕೊಳುವ ಕ್ರಿಯೆ",ಹಾನಿ ಕುರಿತು ಹಾನಿ ಅಥವಾ ವಿನಾಶ ಉಂಟಾಗುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವ,11534,37772,0,train,0.8764044943820225,0.8431372549019608,ok
v2_00595,ಹಾಳು_ಮಾಡು,verb,ಹಾಳು_ಮಾಡು ಕುರಿತು ಬಟ್ಟೆಯನ್ನು ಹೊಲಿಯುವ ಸಮಯದಲ್ಲಿ ಅದನ್ನು ಸರಿಯಾಗಿ ಹೊಲಿಯದೆ ಕೆಡಿಸುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಾಳು_ಮಾಡು ಎಂಬ ಪದದ ಅರ್ಥ ಬಟ್ಟೆಯನ್ನು ಹೊಲಿಯುವ ಸಮಯದಲ್ಲಿ ಅದನ್ನು ಸರಿಯಾಗಿ ಹೊಲಿಯದೆ ಕೆಡಿಸುವ ಪ್ರಕ್ರಿಯೆ,15073,15073,1,test,0.8823529411764706,0.8653846153846154,ok
v2_00146,ಕಠಿಣವಾದ,adjective,ಈ ಕಠಿಣವಾದ ಪ್ರಶ್ನೆಯ ಉತ್ತರವನ್ನು ಪ್ರಶ್ನೆಯನ್ನು ತಯಾರು ಮಾಡಿದವರ ಹತ್ತಿರವೇ ಕೇಳುವುದು ಉಚಿತ.,ಕಠಿಣವಾದ ಕುರಿತು ಯಾವುದು ಬಹು ಬೇಗನೆ ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಸಾಧ್ಯವಿಲ್ಲವೋ,23070,23070,1,train,0.875,0.9,ok
v2_00299,ಕಠಿಣವಾದ,adjective,ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಠಿಣವಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದು ಪೂರ್ಣವಾಗಿ ಅಥವಾ ಸುಲಭವಾಗಿ ಅರ್ಥವಾಗುವುದಿಲ್ಲವೋ,ಕಠಿಣವಾದ ಕುರಿತು ಯಾವುದನ್ನು ಪೂರ್ಣ ಮಾಡುವುದು ಕಠಿಣವೋ,16286,22109,0,train,0.8735632183908046,0.8913043478260869,ok
v2_00042,ಮಾಡು,verb,ನೀವು ಒಂದು ದೊಡ್ಡ ತಪ್ಪನ್ನೇ ಮಾಡುತ್ತಿದ್ದೀರ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮಾಡು ಎಂಬ ಪದದ ಅರ್ಥ ಹುದುಗು ಬರುವಂತೆ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,27521,27599,0,train,0.8717948717948718,0.8524590163934426,ok
v2_00200,ಮುಚ್ಚು,verb,ಚಿಕ್ಕ ಮಕ್ಕಳು ಕಣ್ಣು ಮುಚ್ಚು ಆಡುವುದನ್ನು ನೋಡಿದರೆ ಆನಂದವಾಗುತ್ತದೆ.,ಮುಚ್ಚು ಕುರಿತು (ಕಣ್ಣುಗಳು) ಮುಚ್ಚು,9803,9803,1,train,0.8813559322033898,0.8387096774193549,ok
v2_00362,ತೆಗೆ,verb,ನೀವು ಈ ಸಂಖ್ಯೆಗಳ ಸರಾಸರಿಯನ್ನು ಹೊರತೆಗೆಯಿರಿ.,ತೆಗೆ ಕುರಿತು ಯಾವುದಾದರು ಪ್ರಮಾಣ ಮೊದಲಾದವುಗಳನ್ನು ಪಡೆಯುವುದಕ್ಕಾಗಿ ಗಣನೆಯನ್ನು ಮಾಡುವುದು,35420,35420,1,train,0.875,0.9090909090909091,ok
v2_00057,ಹರಡು,verb,ಹರಡು ಕುರಿತು ಅಲ್ಲಿ-ಇಲ್ಲಿ ಎರಚುವುದು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ಅಲ್ಲಿ-ಇಲ್ಲಿ ಎರಚುವುದು,5349,5349,1,train,0.875,0.8431372549019608,ok
v2_00639,ತೆಗೆ,verb,ಮಗು ಸ್ನಾನ ಮಾಡುವುದಕ್ಕಾಗಿ ತನ್ನ ಬಟ್ಟೆಯನ್ನು ತೆಗೆಯಿತು.,ನಿಮ್ಮ ಛಾಯಾಚಿತ್ರ ತೆಗೆದಾಯಿತು.,11317,36481,0,test,0.8775510204081632,0.8888888888888888,ok
v2_00236,ದಂಡ,noun,"ಈ ವಾಕ್ಯದಲ್ಲಿ ದಂಡ ಎಂಬ ಪದದ ಅರ್ಥ ಚಿನ್ನ ಅಥವಾ ಬೆಳ್ಳಿಯ ತಗಡು ಹೊದಿಸಿ ಮಾಡಿದ ದಂಡ ಅದನ್ನು ರಾಜ-ಮಹಾರಾಜರು ಅಥವಾ ಮದುವೆ ಅಥವಾ ಮೆರವಣಿಗೆಯ ಸಂದರ್ಭಗಳಲ್ಲಿ ವೇತ್ರಧಾರಿ, ದ್ವಾರಪಾಲಕನು ಹಿಡಿದು ಮುಂದೆ ಸಾಗುತ್ತಾನೆ",ಈ ವಾಕ್ಯದಲ್ಲಿ ದಂಡ ಎಂಬ ಪದದ ಅರ್ಥ ಮರ ಮುಂತಾದವುಗಳಿಂದ ಮಾಡಿರುವ ಒಂದು ಪ್ರಕಾರದ ವಸ್ತುವನ್ನು ಯೋಗಿಗಳು ಕೈಯನ್ನು ಹಿಡಿಯಲು ಬಳಸುತ್ತಿದ್ದರು,3580,4247,0,train,0.8522727272727273,0.8706896551724138,ok
v2_00399,ಶಕ್ತಿ,noun,ಶಕ್ತಿ ಕುರಿತು ಯಾವುದೇ ಕೆಲಸ ಮಾಡಲು ಉಪಯೋಗವಾಗುವ ಬಲ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಶಕ್ತಿ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೇ ಕೆಲಸ ಮಾಡಲು ಉಪಯೋಗವಾಗುವ ಬಲ,3933,3933,1,train,0.8636363636363636,0.8412698412698413,ok
v2_00210,ಮುಚ್ಚು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುಚ್ಚು ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ವಸ್ತು ಒಳಗಿನಿಂದ ಹೊರಗೆ ಅಥವಾ ಹೊರಗಿನಿಂದ ಒಳಗೆ ಹೋಗುವುದಕ್ಕೆ ಆಗದಂತೆ ಮಾಡುವಂತಹ ಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುಚ್ಚು ಎಂಬ ಪದದ ಅರ್ಥ (ಕಣ್ಣುಗಳು) ಮುಚ್ಚು,35504,9803,0,train,0.864406779661017,0.82,ok
v2_00102,ಹೊಡೆ,verb,ರಮೇಶ ತಮಟೆಯನ್ನು ಹೊಡೆಯುತ್ತಿದ್ದಾನೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ಪೂರ್ಣಗೊಳಿಸುವುದು ಅಥವಾ ಮಾಡುವುದು,16819,35499,0,train,0.90625,0.8666666666666667,ok
v2_00025,ಹರಡು,verb,ಹರಡು ಕುರಿತು ನಾಲ್ಕು ಕಡೆಯೂ ಹರಡುವುದು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ನಾಲ್ಕು ಕಡೆಯೂ ಹರಡುವುದು,5345,5345,1,train,0.8787878787878788,0.8461538461538461,ok
v2_00550,ಮಾಡು,verb,ಮಾಡು ಕುರಿತು ವಾಸ ಸ್ಥಾನವನ್ನು ನಿರ್ಮಾಣ ಮಾಡು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮಾಡು ಎಂಬ ಪದದ ಅರ್ಥ ವಾಸ ಸ್ಥಾನವನ್ನು ನಿರ್ಮಾಣ ಮಾಡು,34299,34299,1,test,0.8717948717948718,0.8448275862068966,ok
v2_00204,ರಕ್ಷಿಸು,verb,ರಕ್ಷಿಸು ಕುರಿತು ಯಾವುದೋ ಒಂದು ವಸ್ತುವನ್ನು ಇಡುವ ಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ರಕ್ಷಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದು ವಸ್ತುವನ್ನು ಇಡುವ ಕ್ರಿಯೆ,9192,9192,1,train,0.8775510204081632,0.8529411764705882,ok
v2_00178,ಓಡಿಸು,verb,ಓಡಿಸು ಕುರಿತು ಓಡಿಸುವ ಕೆಲಸವನ್ನು ಬೇರೆಯವರಿಂದ ಮಾಡಿಸುವ ಪ್ರಕ್ರಿಯೆ,ಓಡಿಸು ಕುರಿತು ಇನ್ನೊಬ್ಬರಿಗೆ ತ್ರಾಸಕೊಡುವ ಪ್ರವೃತ್ತಿ ಮಾಡುವುದು,20481,37431,0,train,0.896551724137931,0.9090909090909091,ok
v2_00083,ವರ್ಗ,noun,"ವರ್ಗ ಕುರಿತು ಯಾವುದೋ ಒಂದು ಆಕೃತಿಯ ಉದ್ದ, ಅಗಲ ಮತ್ತು ನಾಲ್ಕು ಕಡೆಯೂ ಒಂದೇ ಸಮವಾಗಿ ಇರುವ",ನಮ್ಮ ಸಮಾಜ ಹಲವಾರು ಸಣ್ಣ-ಪುಟ್ಟ ವರ್ಗದಿಂದ ರಚಿಲಾಗಿದೆ.,12491,8539,0,train,0.8289473684210527,0.851063829787234,ok
v2_00624,ಆರಿಸು,verb,ಆರಿಸು ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತುವಿನ ತಾಪಮಾನ ಅಥವಾ ಬಿಸಿ ಕಡಿಮೆಯಾಗಿಸುವ ಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಆರಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ವಸ್ತುವಿನ ತಾಪಮಾನ ಅಥವಾ ಬಿಸಿ ಕಡಿಮೆಯಾಗಿಸುವ ಕ್ರಿಯೆ,37421,37421,1,test,0.8823529411764706,0.8620689655172413,ok
v2_00622,ಒಣಗಿದ,adjective,ಒಣಗಿದ ಗಿಡಗಳಿಗೆ ನೀರನ್ನು ಹಾಕಿ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಒಣಗಿದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದರಲ್ಲಿ ಜೀವಂತವಾಗಿ ಇರಲು ಶಕ್ತಿ ಇಲ್ಲದಿರುವ,12849,8078,0,test,0.8571428571428571,0.8589743589743589,ok
v2_00078,ಸಮೂಹ,noun,"ಸಮೂಹ ಕುರಿತು ಶ್ರೀಮಂತಿಕೆ, ರಾಜ ಮೊದಲಾದವುಗಳ ಜೊತೆಯಲ್ಲಿ ಇರುವಂತಹ ಅಥವಾ ಹಿಂದೆ-ಮುಂದೆ ಹೋಗುವಂತಹ ಜನರು",ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮೂಹ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ಕಾರ್ಯ ಅಥವಾ ಉದ್ದೇಶದ ಸಿದ್ಧಿಗಾಗಿ ಕೂಡಿರುವ ಜನರ ಸಮೂಹ,35695,4077,0,train,0.8620689655172413,0.8505747126436781,ok
v2_00514,ತೆಗೆ,verb,ತೆಗೆ ಕುರಿತು ಬೆಂಕಿಯ ಮೇಲೆ ಪದಾರ್ಥಗಳನ್ನು ಬೇಯಿಸಿ ಸಿದ್ಧಪಡಿಸು,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಛಾತಾಚಿತ್ರ ಮುಂತಾದವುಗಳನ್ನು ತೆಗೆದು ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,11318,36481,0,validation,0.8888888888888888,0.8717948717948718,ok
v2_00071,ಜ್ಞಾನ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ಜ್ಞಾನ ಎಂಬ ಪದದ ಅರ್ಥ ಆ ಮಾತು ಮುಂತಾದವು ಯಾರನ್ನಾದರೂ ಯಾವುದಾದರು ವಿಷಯದ ಜ್ಞಾನ ಅಥವಾ ಪರಿಚಯವನ್ನು ಮಾಡುವುದಕ್ಕೋಸ್ಕರ ಮಾತನಾಡಲಾಗುತ್ತದೆ,ಜ್ಞಾನ ಕುರಿತು ಯಾವುದೇ ಕತೆ ಕಾದಂಬರಿ ಕಾವ್ಯ ಮುಂತಾದ ಬರಹಗಳು ಹೇಳುವ ತಮ್ಮ ಧ್ಯೇಯ ವಾಕ್ಯ,3649,3836,0,train,0.875,0.8513513513513513,ok
v2_00391,ಹರಡು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದು ಸ್ಥಳದ ವಿಸ್ತಾರ ಎಲ್ಲಿಂದ ಎಲ್ಲಿಯವರೆಗೂ ಇದೆ ಎಂದು ಕಾಣುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ಗಾಯಕ್ಕೆ ಉಪಚಾರ ಮಾಡದೆ ಅದು ವೃದ್ಧಿಯಾಗುವ ಹಾಗೆ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,27832,38100,0,train,0.851063829787234,0.8505747126436781,ok
v2_00209,ಕಟ್ಟು,noun,ಕಟ್ಟು ಕುರಿತು ಒಂದು ಅಥವಾ ಅನೇಕ ಅಂಗಗಳ ಅಥವಾ ಉಪಾಂಗಗಳ ಯಾವುದೇ ನಿರ್ಮಿತವಾದ ವಸ್ತು ಅಥವಾ ರಚನೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಟ್ಟು ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದು ಅಥವಾ ಅನೇಕ ಅಂಗಗಳ ಅಥವಾ ಉಪಾಂಗಗಳ ಯಾವುದೇ ನಿರ್ಮಿತವಾದ ವಸ್ತು ಅಥವಾ ರಚನೆ,10847,10847,1,train,0.85,0.8383838383838383,ok
v2_00245,ದಂಡ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ದಂಡ ಎಂಬ ಪದದ ಅರ್ಥ ದೊಡ್ಡ ಲಾಠಿ,"ದಂಡ ಅಥವಾ ಅರ್ಥದಂಡ ಒಂದು ಅಪರಾಧ ಅಥವಾ ಇತರ ಕಾನೂನುಬಾಹಿರಕಾರ್ಯಕ್ಕಾಗಿ ಒಂದು ನ್ಯಾಯಾಲಯ ಅಥವಾ ಇತರ ಪ್ರಾಧಿಕಾರವು ನಿರ್ಧರಿಸಿದ, ಶಿಕ್ಷೆಯಾಗಿ ಪಾವತಿಸಬೇಕಾದ ಹಣ",12946,12946,1,train,0.825,0.8712121212121212,ok
v2_00303,ತೆಗೆ,verb,ಅವನು ಜೇನಿನ ಗೂಡಿನಿಂದ ಜೇನನ್ನು ಹೊರತೆಗೆಯುತ್ತಿದ್ದಾನೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಜೊತೆಯಾಗಿರುವಂತಹ ಅಥವಾ ಒಂದಾಗಿರುವಂತಹ ವಸ್ತುಗಳನ್ನು ಬೇರೆ ಮಾಡುವುದು,11484,11484,1,train,0.8958333333333334,0.8764044943820225,ok
v2_00061,ಸಮಯ,noun,ಸಮಯ ಕುರಿತು ಯಾವುದೇ ವಿಶೇಷ ಸಮಯ,ಸಮಯ ಕುರಿತು (ವ್ಯಾಕರಣದಲ್ಲಿ) ಕ್ರಿಯೆಯ ರೂಪದಿಂದ ಆಗುವ ಅಥವಾ ಮಾಡುವ ಸಮಯದ ಜ್ಞಾನವಾಗಿರುತ್ತದೆ,20521,25495,0,train,0.8518518518518519,0.8607594936708861,ok
v2_00132,ಗಂಟು,noun,ಗಾಳಿಪಟಕ್ಕೆ ಕಟ್ಟಿದ ದಾರ ಗಂಟು ಬಿದ್ದು ಬಿಡಿಸದ ಗುಂಡಾಗೊದೆ.,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಂಟು ಎಂಬ ಪದದ ಅರ್ಥ ಪಾದದರಿಂದ ತಲೆಯವರೆಗೆ ಮತ್ತು ಕಣೆಗಾಲು/ಮೀನಕಂಡದ ಕೆಳಗೆ ಇರುವಂತಹ ಎಲಬುಗಳ ಗಂಟು, ಗ್ರಂಥಿ",2050,8899,0,train,0.8627450980392157,0.8476190476190476,ok
v2_00421,ಮುರಿ,verb,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುರಿ ಎಂಬ ಪದದ ಅರ್ಥ ರೂಪಾಯಿ, ಪೈಸೆ ಮೊದಲಾದವುಗಳನ್ನು ಮುರಿಯುವುದು ಅಥವಾ ಚಿಲ್ಲರೆ ಮಾಡಿಸುವ ಪ್ರಕ್ರಿಯೆ","ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುರಿ ಎಂಬ ಪದದ ಅರ್ಥ ರೂಪಾಯಿ, ನೋಟು ಇತ್ಯಾದಿಗಳನ್ನು ಸಣ್ಣ ನಾಣ್ಯ ರೂಗಾಗಲಿ ಪರಿವರ್ತಿಸುವ ಪ್ರಕ್ರಿಯೆ",12523,18273,0,train,0.86,0.8571428571428571,ok
v2_00327,ಬಲೆ,noun,"ಬಲೆ ಕುರಿತು ಫುಟ್ಬಾಲ್, ಹಾಕಿ ಮೊದಲಾದವುಗಳಲ್ಲಿ ಬಾಲ್ ಹೋಗಿ ಸೇರಬೇಕಾದ ಬಲೆಯಿಂದ ಕೂಡಿದ ಗುರಿ","ಈ ವಾಕ್ಯದಲ್ಲಿ ಬಲೆ ಎಂಬ ಪದದ ಅರ್ಥ ಫುಟ್ಬಾಲ್, ಹಾಕಿ ಮೊದಲಾದವುಗಳಲ್ಲಿ ಬಾಲ್ ಹೋಗಿ ಸೇರಬೇಕಾದ ಬಲೆಯಿಂದ ಕೂಡಿದ ಗುರಿ",27437,27437,1,train,0.8589743589743589,0.845360824742268,ok
v2_00594,ಜಗಳ,noun,ಬೆಳಗಿನ ಜಾವದಲ್ಲೇ ಅವಳು ಯಾರೊಂದಿಗೋ ಜಗಳ ತೆಗೆದಿದ್ದಳು.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಜಗಳ ಎಂಬ ಪದದ ಅರ್ಥ ಮಾತಿನ ಚಕಮಕಿಯ ಮೂಲಕ ನಡೆಯುವ ದ್ವಂದ್ವ ಅಥವಾ ವಾದ ವಿವಾದ,2838,2838,1,test,0.8723404255319149,0.8311688311688312,ok
v2_00610,ಓಡಿಸು,verb,"ಓಡಿಸು ಕುರಿತು ಗಾಡಿ, ರಥ ಮೊದಲಾದವುಗಳನ್ನು ಓಡಿಸುವುದು","ಈ ವಾಕ್ಯದಲ್ಲಿ ಓಡಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಗಾಡಿ, ರಥ ಮೊದಲಾದವುಗಳನ್ನು ಓಡಿಸುವುದು",10295,10295,1,test,0.8695652173913043,0.8461538461538461,ok
v2_00519,ಹೊಡೆ,verb,ದೇವಾಲಯದಲ್ಲಿ ಘಂಟೆ ಹೊಡೆಯುತ್ತಿದ್ದಾರೆ.,ಹೊಡೆ ಕುರಿತು ವಾದ್ಯಗಳನ್ನು ಬಾರಿಸಿದಾಗ ಅದರಿಂದ ಹೊರಬರುವ ಧ್ವನಿ,9582,9582,1,validation,0.9117647058823529,0.8888888888888888,ok
v2_00205,ಮುಚ್ಚು,verb,ಮುಚ್ಚು ಕುರಿತು ಹೊದಿಸುವ ಕೆಲಸವನ್ನು ಇನ್ನೊಬ್ಬರಿಂದ ಮಾಡಿಸು,ಮುಚ್ಚು ಕುರಿತು ಕಣ್ಣು ತಪ್ಪಿಸು ಅಥವಾ ಇನ್ನೊಬ್ಬರ ದೃಷ್ಟಿಯಿಂದ ತಪ್ಪಿಸುವುದು,10276,5275,0,train,0.9019607843137255,0.8923076923076924,ok
v2_00300,ಒಣಗಿದ,adjective,ಕೆಲವು ಜನರು ಒಣಗಿದ ಪುಷ್ಪಗಳನ್ನು ದೇವರಿಗೆ ಅರ್ಪಿಸುವುದಿಲ್ಲ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಒಣಗಿದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದು ಒಣಗಿ ಹೋಗಿದೆಯೋ,32769,32769,1,train,0.8846153846153846,0.8461538461538461,ok
v2_00589,ದುಃಖ,noun,ದುಃಖ ಅನಿಸದಿರುವುದು ನಮ್ಮ ಜೀವನಗಳಲ್ಲಿ ಭಯವನ್ನು ಬರಮಾಡಿಕೊಡುತ್ತದೆ,ದುಃಖ ಕುರಿತು ಯಾವುದಾದರು ಅನಿಷ್ಟಕರವಾದ ಘಟನೆಯಲ್ಲಿ ಉತ್ಪತ್ತಿಯಾಗುವ ಸ್ಥಿತಿ ಅದರಿಂದ ದೊಡ್ಡದಾದಂತಹ ಹಾನಿಯುಂಟಾಗುತ್ತದೆ,2967,3656,0,test,0.9122807017543859,0.91,ok
v2_00431,ಆಗು,verb,ಮನೋಜ್ ಅವರು ಸಂಬಂಧದಲ್ಲಿ ನನಗೆ ಚಿಕ್ಕಪ್ಪ ಆಗುತ್ತಾರೆ.,ಆಗು ಕುರಿತು ರೂಪವನ್ನು ನೀಡುವುದು,11582,7132,0,train,0.8695652173913043,0.8928571428571429,ok
v2_00483,ಕಟ್ಟು,noun,ಕಟ್ಟು ಕುರಿತು ಕುದುರೆಯ ಮೂಗಿಗೆ ಹಾಕಿರುವಂತಹ ಬೆಸಿಗೆ/ಜೋಡಣೆ ಅದರ ಎರಡೂಕಡೆಯಿಂದ ಹಗ್ಗ ಅಥವಾ ಚರ್ಮದ ಪಟ್ಟಿಯಿಂದ ಕಟ್ಟಲಾಗಿರುತ್ತದೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಟ್ಟು ಎಂಬ ಪದದ ಅರ್ಥ ಕುದುರೆಯ ಮೂಗಿಗೆ ಹಾಕಿರುವಂತಹ ಬೆಸಿಗೆ/ಜೋಡಣೆ ಅದರ ಎರಡೂಕಡೆಯಿಂದ ಹಗ್ಗ ಅಥವಾ ಚರ್ಮದ ಪಟ್ಟಿಯಿಂದ ಕಟ್ಟಲಾಗಿರುತ್ತದೆ,7225,7225,1,validation,0.8807339449541285,0.8671875,ok
v2_00545,ಕಠಿಣವಾದ,adjective,ಈ ಕಠಿಣವಾದ ಕೆಲಸದಲ್ಲಿ ನಾನು ಕೈ ಹಾಕುವುದಿಲ್ಲ.,ಕಠಿಣವಾದ ಕುರಿತು ಯಾವುದು ಬಹು ಬೇಗನೆ ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಸಾಧ್ಯವಿಲ್ಲವೋ,22109,23070,0,test,0.85,0.9,ok
v2_00420,ಹೇಳು,verb,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೇಳು ಎಂಬ ಪದದ ಅರ್ಥ ನೆನಪಿನ ಶಕ್ತಿಯಿಂದ ಅಥವಾ ಪುಸ್ತಕದಿಂದ ಯಾರೋ ಒಬ್ಬರಿಗೆ ಕೇಳಿಸುವಂತೆ ಮಂತ್ರ, ಕವಿತೆ ಮುಂತಾದವುಗಳನ್ನು ಹೇಳುವ ಪ್ರಕ್ರಿಯೆ","ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೇಳು ಎಂಬ ಪದದ ಅರ್ಥ ಗಿಳಿ, ಮೈನಾ ಮುಂತಾದ ಪಕ್ಷಿ ಮನುಷ್ಯನ ಮಾತನ್ನು ಕಲಿಸುವ ಪ್ರಕ್ರಿಯೆ",11728,13942,0,train,0.8636363636363636,0.8390804597701149,ok
v2_00030,ಕಟ್ಟು,noun,ನನ್ನ ಕನ್ನಡಕದ ಕಟ್ಟು ಚೌಕಾಕಾರವಾಗಿದೆ.,ಕಟ್ಟು ಕುರಿತು ಕಟ್ಟುವ ಕೆಲಸ,13004,23565,0,train,0.8787878787878788,0.875,ok
v2_00587,ಮುರಿ,verb,ಮುರಿ ಕುರಿತು ಅಸ್ತಿತ್ವದಲ್ಲಿ ಇಲ್ಲದಿರುವ ಅಥವಾ ಮುರಿದು ಹೋಗಿರುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುರಿ ಎಂಬ ಪದದ ಅರ್ಥ ಮುಗಿಸು ಬಿಡು ಅಥವಾ ಇರಲು ಬಿಡದೆ ಇರುವ ಪ್ರಕ್ರಿಯೆ,12522,32327,0,test,0.8923076923076924,0.8356164383561644,ok
v2_00136,ಜ್ಞಾನ,noun,ಚೈತನ್ಯತೆಯು ಜೀವನದ ಲಕ್ಷಣ./ಶ್ಯಾಮನಲ್ಲಿ ಜ್ಞಾನದ ಕೊರತೆ ಇದೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಜ್ಞಾನ ಎಂಬ ಪದದ ಅರ್ಥ ಜ್ಞಾನವಿರುವಿಕೆಯನ್ನು ಸೂಚಿಸುವುದು,3382,881,0,train,0.8461538461538461,0.8852459016393442,ok
v2_00439,ಮಾಡು,verb,ಮಾಡು ಕುರಿತು ಉನ್ನತಿ ಅಥವಾ ಅವನತಿಯಲ್ಲು ಸಹಾಯ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,ಮಾಡು ಕುರಿತು ಯಾವುದೇ ಕೆಲಸವನ್ನು ಆರಂಭಿಸಿ ಮುಗಿಸುವವರೆಗಿನ ಕ್ರಿಯೆ,27523,4115,0,train,0.8727272727272727,0.8947368421052632,ok
